pl_name,gaia_id,default_flag,sy_snum,sy_pnum,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_rvamp,pl_rvamperr1,pl_rvamperr2,ra,dec
Qatar-5 b,Gaia DR2 382111248777193216,1,1,1,Qatar,0,2.8792319,,,0.04127,0.00067,-0.00067,12.408,0.717,-0.717,,,,0,,,88.74,0.87,-0.87,0,0.18,0.16,-0.16,1.126,0.028,-0.028,,,,568,15,-15,7.0539375,42.0613451
TOI-1064 b,Gaia DR2 6683371847364921088,1,1,2,Transiting Exoplanet Survey Satellite (TESS),0,6.443868,0.000025,-0.000025,0.06152,0.00086,-0.00089,2.587,0.043,-0.042,,,,0.047,0.038,-0.03,87.709,0.083,-0.097,0,0.728,0.029,-0.023,0.1067,0.0029,-0.0027,120,49,-89,5.62,0.67,-0.75,296.0039349,-47.5620305
TOI-1194 b,Gaia DR2 1074139748425931008,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,2.310644,0.000001,-0.000001,0.03428,0.00055,-0.00055,8.597,0.504,-0.46,,,,0.076,0.032,-0.043,83.98,0.5,-0.5,0,0.802,0.025,-0.027,0.6717,0.0078,-0.0078,76.7,49.7,-39.5,69.4,7.9,-7.3,167.8214811,69.9647749
TOI-122 b,Gaia DR2 6411096106487783296,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,5.07803,0.000015,-0.000015,0.0392,0.0007,-0.0007,2.72,0.18,-0.18,,,,0,,,88.4,0.6,-0.4,0,0.72,0.07,-0.18,0.56,,,,,,,,,332.9482355,-58.946085
TOI-1231 b,Gaia DR2 5357465071715078016,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,24.245586,0.000064,-0.000066,0.1288,0.0021,-0.0022,3.65,0.16,-0.15,15.4,3.3,-3.3,0.087,0.12,-0.061,89.73,0.18,-0.18,0,0.27,0.19,-0.18,0.492,0.027,-0.024,176,81,-90,5.6,1.2,-1.2,156.74726,-52.4678724
TOI-125 b,Gaia DR2 4698692744355471616,1,1,3,Transiting Exoplanet Survey Satellite (TESS),0,4.65382,0.00033,-0.00031,0.05186,0.00086,-0.00077,2.726,0.075,-0.075,,,,0.194,0.041,-0.036,88.92,0.71,-0.6,0,0.27,0.17,-0.18,0.087,0.0043,-0.004,-37,12,-14,4.11,0.36,-0.36,23.5934253,-66.6763495
TOI-125 c,Gaia DR2 4698692744355471616,1,1,3,Transiting Exoplanet Survey Satellite (TESS),0,9.15059,0.0007,-0.00082,0.0814,0.0013,-0.0013,2.759,0.1,-0.1,,,,0.066,0.07,-0.047,88.54,0.41,-0.19,0,0.522,0.086,-0.18,0.0891,0.006,-0.0057,70,100,-110,2.25,0.33,-0.33,23.5934253,-66.6763495
TOI-125 d,Gaia DR2 4698692744355471616,1,1,3,Transiting Exoplanet Survey Satellite (TESS),0,19.98,0.005,-0.0056,0.137,0.0022,-0.0022,2.93,0.17,-0.17,,,,0.168,0.088,-0.062,88.795,0.18,-0.1,0,0.652,0.093,-0.16,0.1,0.012,-0.011,46,23,-44,3.61,0.31,-0.31,23.5934253,-66.6763495
TOI-1260 b,Gaia DR2 1053809778428567680,1,1,3,Transiting Exoplanet Survey Satellite (TESS),0,3.127463,0.000005,-0.000005,0.0367,0.0011,-0.0011,2.41,0.05,-0.05,,,,0,,,89.03,0.61,-0.61,0,0.2,0.12,-0.12,0.1082,0.0037,-0.0037,0,,,4.93,0.83,-0.83,157.1440712,65.8541986
TOI-1260 c,Gaia DR2 1053809778428567680,1,1,3,Transiting Exoplanet Survey Satellite (TESS),0,7.493134,0.00002,-0.00002,0.0657,0.002,-0.002,2.76,0.07,-0.07,,,,0,,,87.97,0.11,-0.11,0,0.75,0.02,-0.02,0.1421,0.0055,-0.0055,0,,,5.67,1.77,-1.77,157.1440712,65.8541986
TOI-1260 d,Gaia DR2 1053809778428567680,1,1,3,Transiting Exoplanet Survey Satellite (TESS),0,16.608164,0.000083,-0.000083,0.1116,0.0033,-0.0033,3.12,0.08,-0.08,,,,0,,,89.14,0.1,-0.1,0,0.53,0.05,-0.05,0.1808,0.0078,-0.0078,0,,,3.9,2.54,-2.54,157.1440712,65.8541986
TOI-1268 b,Gaia DR2 1675923005135391488,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,8.1577094,0.0000045,-0.0000045,0.0711,0.0063,-0.0058,9.1,0.6,-0.6,,,,0.105,0.04,-0.039,88.63,0.32,-0.3,0,0.423,0.063,-0.081,0.8186,0.0205,-0.0192,-40.6,20.7,-19.5,31.7,2.5,-2.6,198.3885831,62.3053799
TOI-1416 b,Gaia DR2 1491634483976350720,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,1.0697568,0.0000028,-0.0000028,0.019,0.0003,-0.0003,1.62,0.08,-0.08,,,,0,,,85.7,1.7,-1.4,0,0.39,0.1,-0.14,0.0455,,,,,,2.52,0.32,-0.32,216.9234892,41.9529862
TOI-1420 b,Gaia DR2 2221164434736927360,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,6.9561063,0.0000017,-0.0000017,0.071,0.0012,-0.0012,11.89,0.33,-0.33,,,,0.17,,,88.58,0.13,-0.13,0,0.412,0.036,-0.036,1.396,0.014,-0.014,-165,77,-77,8.5,1.3,-1.3,322.9418092,66.3490054
TOI-1431 b,Gaia DR2 2188906825165621120,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,2.650237,0.000003,-0.000003,0.046,0.002,-0.002,16.701,0.56,-0.56,,,,0.0022,0.003,-0.0016,80.13,0.13,-0.13,0,0.881,0.004,-0.004,0.5797,0.0007,-0.0007,108,92,-31,294.1,1.1,-1.1,316.2036922,55.5880221
TOI-1470 b,Gaia DR2 427224073427887360,1,1,2,Transiting Exoplanet Survey Satellite (TESS),0,2.527093,0.000004,-0.000003,0.0285,0.0004,-0.0004,2.18,0.04,-0.04,,,,0.3,,,87.42,0.12,-0.12,0,0.59,0.02,-0.02,0.1814,0.0065,-0.0061,,,,5.67,0.92,-0.96,10.0891431,61.2133868
TOI-1470 c,Gaia DR2 427224073427887360,1,1,2,Transiting Exoplanet Survey Satellite (TESS),0,18.08816,0.00006,-0.00008,0.106,0.001,-0.001,2.47,0.02,-0.02,,,,0.5,,,89.47,0.03,-0.03,0,0.47,0.02,-0.02,0.2315,0.0034,-0.0034,,,,2.91,1.15,-1.11,10.0891431,61.2133868
TOI-1478 b,Gaia DR2 5723638723350902400,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,10.180249,0.000015,-0.000015,0.0903,0.0018,-0.0013,11.882,0.448,-0.437,,,,0.024,0.032,-0.017,88.51,0.29,-0.22,0,0.481,0.05,-0.076,1.083,0.032,-0.032,-110,120,-130,82.5,4,-3.8,126.4337428,-13.5595485
TOI-157 b,Gaia DR2 4624979393181971328,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,2.0845435,0.0000023,-0.0000023,0.03138,0.00025,-0.0002,14.415,0.258,-0.224,,,,0,,,82.01,0.15,-0.16,0,0.8045,0.0069,-0.0068,1.283,0.013,-0.012,,,,192,20,-20,73.7014398,-76.6806061
TOI-1601 b,Gaia DR2 338382713564401920,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,5.331751,0.000011,-0.000011,0.06864,0.00079,-0.00075,13.888,0.516,-0.437,,,,0.036,0.044,-0.026,88.84,0.81,-1.1,0,0.136,0.13,-0.095,0.3395,0.0083,-0.0081,-180,110,-100,87.3,9.2,-9.9,38.361569,41.0134321
TOI-1680 b,Gaia DR2 2242756094328104576,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,4.8026345,0.000004,-0.0000039,0.03144,0.00025,-0.00026,1.466,0.063,-0.049,,,,,,,89.58,0.26,-0.22,0,0.23,0.11,-0.14,0.407,0.019,-0.018,,,,,,,292.313979,65.9738018
TOI-169 b,Gaia DR2 4684513614202233728,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,2.2554477,0.0000063,-0.0000063,0.03524,0.00069,-0.00079,12.173,0.908,-0.538,,,,0,,,80.98,0.31,-0.38,0,0.9221,0.014,-0.0098,0.75,0.1,-0.053,,,,110.5,7.6,-6.9,16.7786879,-75.1989452
TOI-1695 b,Gaia DR2 534988616816537728,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,3.1342791,0.0000071,-0.0000063,0.033548,0.00026,-0.000268,1.9,0.16,-0.14,,,,0.097,,,87.2,1.3,-0.5,0,0.69,0.11,-0.31,0.1236,0.0083,-0.0081,,,,4.39,0.69,-0.69,21.9217346,72.2966148
TOI-172 b,Gaia DR2 6801474136516893184,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,9.47725,0.00064,-0.00079,0.0914,0.0017,-0.0017,10.817,0.359,-0.325,1722.6386,69.9226,-66.7443,0.3806,0.0093,-0.009,88.2,1.1,-1,0,0.22,0.12,-0.14,0.312,0.01,-0.01,57.1,1.7,-1.7,517.6,6.2,-6.2,316.6318791,-26.6928654
TOI-178 b,Gaia DR2 2318295979126499200,1,1,6,Transiting Exoplanet Survey Satellite (TESS),0,1.914558,0.000018,-0.000018,0.02607,0.00078,-0.00078,1.152,0.073,-0.07,,,,,,,88.8,0.8,-1.3,0,0.17,0.19,-0.13,0.0263,0.0032,-0.003,,,,1.05,0.25,-0.3,7.3020115,-30.4541159
TOI-178 c,Gaia DR2 2318295979126499200,1,1,6,Transiting Exoplanet Survey Satellite (TESS),0,3.23845,0.00002,-0.000019,0.037,0.0011,-0.0011,1.669,0.114,-0.099,,,,,,,88.4,1.1,-1.6,0,0.34,0.3,-0.23,0.0551,0.0068,-0.0059,,,,2.77,0.22,-0.33,7.3020115,-30.4541159
TOI-178 d,Gaia DR2 2318295979126499200,1,1,6,Transiting Exoplanet Survey Satellite (TESS),0,6.5577,0.000016,-0.000016,0.0592,0.0018,-0.0018,2.572,0.075,-0.078,,,,,,,88.58,0.2,-0.18,0,0.485,0.051,-0.06,0.1313,0.0064,-0.0065,,,,1.34,0.31,-0.39,7.3020115,-30.4541159
TOI-178 e,Gaia DR2 2318295979126499200,1,1,6,Transiting Exoplanet Survey Satellite (TESS),0,9.961881,0.000042,-0.000042,0.0783,0.0023,-0.0024,2.207,0.088,-0.09,,,,,,,88.71,0.16,-0.13,0,0.583,0.046,-0.066,0.0968,0.0069,-0.0071,,,,1.62,0.41,-0.34,7.3020115,-30.4541159
TOI-178 f,Gaia DR2 2318295979126499200,1,1,6,Multiple Observatories,0,15.231915,0.000115,-0.000095,0.1039,0.0031,-0.0031,2.287,0.108,-0.11,,,,,,,88.723,0.071,-0.069,0,0.765,0.027,-0.031,0.1037,0.0094,-0.009,,,,2.76,0.46,-0.42,7.3020115,-30.4541159
TOI-178 g,Gaia DR2 2318295979126499200,1,1,6,Transiting Exoplanet Survey Satellite (TESS),0,20.7095,0.00014,-0.00011,0.1275,0.0038,-0.0039,2.87,0.14,-0.13,,,,,,,88.823,0.045,-0.047,0,0.866,0.017,-0.019,0.1633,0.0157,-0.0139,,,,1.3,0.38,-0.59,7.3020115,-30.4541159
TOI-1789 b,Gaia DR2 646125297938578944,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,3.208664,0.000015,-0.000015,0.04882,0.00063,-0.0016,16.141,2.69,-1.569,216.12332,50.85255,-50.85255,,,,78.41,0.36,-0.58,0,0.972,0.017,-0.011,0.463,0.16,-0.08,,,,72,17,-16,142.743406,26.5399951
TOI-1807 b,Gaia DR2 1476485996883837184,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,0.549372,0.000007,-0.000007,0.00812,0.00037,-0.00038,1.258,0.04,-0.039,,,,,,,77.7,1.1,-1.2,0,0.546,0.038,-0.038,0.0312,0.0015,-0.0015,,,,,,,201.2826259,38.9223671
TOI-181 b,Gaia DR2 6552346035980010624,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,4.532,0.000002,-0.000002,0.0539,0.0043,-0.0036,6.956,0.087,-0.101,46.14868,2.54263,-7.62788,0.1543,0.06,-0.03,88.28,0.32,-0.34,0,0.5348,0.05,-0.07,0.73,0.018,-0.021,-96.91,19.48,-28.82,20.561,1.46,-2.37,352.1725409,-34.4914099
TOI-1811 b,Gaia DR2 3962403923821595264,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,3.7130765,0.0000017,-0.0000017,0.04389,0.00058,-0.00055,11.142,0.28,-0.258,,,,0.052,0.062,-0.037,86.48,0.15,-0.2,0,0.7393,0.0083,-0.0088,1.761,0.019,-0.019,21,57,-33,146,11,-11,188.9223576,27.2143766
TOI-198 b,Gaia DR2 2333676738049780352,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,10.2152,0.00006,-0.00006,0.1,0.006,-0.006,1.44,0.08,-0.08,,,,,,,89.89,0.102,-0.102,0,0.094,0.086,-0.086,0.0894,0.0064,-0.0064,,,,,,,2.2715087,-27.1217452
TOI-2010 b,Gaia DR2 2136815881249993600,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,141.834025,0.000065,-0.000066,0.5516,0.0078,-0.0093,11.814,0.303,-0.303,408.72733,17.48056,-18.11622,0.212,0.022,-0.021,89.903,0.064,-0.059,0,0.147,0.088,-0.097,1.16,0.011,-0.011,98.8,4.8,-4.9,47.8,1.5,-1.5,292.1669417,53.4873694
TOI-2025 b,Gaia DR2 2296342614570999552,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,8.8720982,0.0000077,-0.0000077,0.0892,0.0018,-0.0023,11.893,0.37,-0.347,,,,0.394,0.035,-0.038,88.65,0.9,-0.92,0,0.19,0.14,-0.13,0.5578,0.0078,-0.0065,91.8,9.9,-9.6,341,28,-27,282.7952558,82.2454143
TOI-2096 b,Gaia DR2 1126422935076082176,1,1,2,Transiting Exoplanet Survey Satellite (TESS),0,3.1190633,0.00001,-0.0000093,0.025,0.001,-0.001,1.243,0.077,-0.072,,,,0.15,0.27,-0.12,89.24,0.49,-0.49,0,0.3,0.23,-0.19,0.266,0.017,-0.017,245,91,-91,,,,151.6186989,74.8272107
TOI-2096 c,Gaia DR2 1126422935076082176,1,1,2,Transiting Exoplanet Survey Satellite (TESS),0,6.38784,0.000012,-0.000012,0.04,0.002,-0.002,1.914,0.095,-0.095,,,,0.1,0.17,-0.06,89.56,0.26,-0.23,0,0.28,0.15,-0.16,0.636,0.018,-0.018,200,140,-140,,,,151.6186989,74.8272107
TOI-2109 b,Gaia DR2 4558177980120149632,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,0.67247414,0.00000003,-0.00000028,0.01791,0.00065,-0.00065,15.098,0.527,-0.527,,,,,,,70.74,0.37,-0.37,0,0.7481,0.0073,-0.0073,0.6651,0.0036,-0.0036,,,,860,130,-130,253.1862971,16.5799153
TOI-2145 b,Gaia DR2 1344163891352965632,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,10.26075,0.00083,-0.00082,0.1108,0.0012,-0.0016,11.982,0.325,-0.314,,,,0.208,0.034,-0.047,88.1,1.3,-1.2,0,0.23,0.16,-0.16,0.1597,0.0035,-0.0032,93,11,-13,350,23,-21,263.7580753,40.6950428
TOI-2154 b,Gaia DR2 570653411060484480,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,3.8240801,0.0000025,-0.0000025,0.0513,0.0011,-0.0013,16.287,0.594,-0.538,,,,0.117,0.1,-0.079,83.37,0.55,-0.75,0,0.8636,0.0071,-0.0082,1.143,0.02,-0.019,31,98,-36,105,21,-21,71.0281482,84.3642652
TOI-2207 b,Gaia DR2 6675883485986480256,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,8.001968,0.000024,-0.000025,0.0854,0.0015,-0.0016,11.153,0.314,-0.303,,,,0.174,0.048,-0.052,88.84,0.79,-0.85,0,0.2,0.16,-0.14,0.4273,0.0098,-0.009,,,,55.8,8.3,-10,307.5966925,-44.8876181
TOI-2236 b,Gaia DR2 4613145315172329984,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,3.5315902,0.0000026,-0.0000026,0.05009,0.0008,-0.00082,14.37,0.359,-0.347,,,,0,0.048,-0.052,83.58,0.26,-0.25,0,0.766,0.013,-0.014,0.7011,0.0092,-0.009,,,,172,43,-43,20.1660113,-86.979965
TOI-2257 b,Gaia DR2 1716345832872291968,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,35.189346,0.00009,-0.00009,0.145,0.003,-0.003,2.194,0.113,-0.111,,,,0.496,0.216,-0.133,89.786,0.078,-0.062,0,0.374,0.098,-0.137,0.413,0.018,-0.017,-101.674,42.453,-26.881,,,,194.7396141,77.6617157
TOI-2364 b,Gaia DR2 3022644120017418496,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,4.0197517,0.0000043,-0.0000043,0.04871,0.00069,-0.00079,8.608,0.258,-0.202,,,,0,,,88.98,0.62,-0.54,0,0.21,0.1,-0.13,0.794,0.016,-0.015,,,,29.7,5.6,-6.4,89.1300265,-5.0120298
TOI-237 b,Gaia DR2 2329387852426700800,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,5.436098,0.000039,-0.000039,0.0341,0.001,-0.001,1.44,0.12,-0.12,,,,0,,,89.5,0.4,-0.6,0,0.3,0.27,-0.21,0.38,,,,,,,,,353.2435381,-29.416487
TOI-2421 b,Gaia DR2 4968289907406396160,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,4.3474032,0.0000079,-0.0000078,0.0543,0.0021,-0.001,10.368,0.392,-0.381,,,,0,0.048,-0.052,86.49,1.3,-0.76,0,0.409,0.071,-0.13,0.2949,0.0071,-0.0075,,,,37.8,8.6,-8.9,33.1540208,-35.3909182
TOI-244 b,Gaia DR2 5001098681543159040,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,7.397225,0.000026,-0.000023,0.0559,0.0013,-0.0013,1.52,0.12,-0.12,,,,,,,88.32,0.16,-0.16,0,0.61,0.31,-0.31,0.106,0.012,-0.012,,,,1.55,0.16,-0.16,10.5697537,-36.7179743
TOI-2497 b,Gaia DR2 3342228616422593664,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,10.655669,0.000038,-0.000038,0.1166,0.0018,-0.0018,11.142,0.616,-0.549,,,,0.195,0.043,-0.04,88.16,1.1,-0.8,0,0.35,0.16,-0.21,0.1877,0.005,-0.0044,-20,18,-17,300,23,-24,90.0625878,11.8840577
TOI-2567 b,Gaia DR2 2254929887069708160,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,5.983944,0.000013,-0.000013,0.0672,0.0024,-0.0012,10.929,0.347,-0.325,,,,0,0.048,-0.052,88.3,1.1,-0.82,0,0.26,0.11,-0.16,0.3537,0.0073,-0.0068,,,,20.6,3.2,-3.1,288.4656683,66.3479375
TOI-257 b,Gaia DR2 4747624104168195072,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,18.38818,0.00085,-0.00084,0.1528,0.0016,-0.0017,7.163,0.146,-0.146,,,,0,,,87.91,0.11,-0.1,0,0.643,0.019,-0.02,0.124,0.0016,-0.0016,,,,8.5,1.4,-1.4,47.5172608,-50.8322632
TOI-2570 b,Gaia DR2 3445148131761842944,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,2.9887615,0.0000022,-0.0000022,0.04145,0.00081,-0.00086,13.641,0.392,-0.381,,,,0,0.048,-0.052,87.73,0.75,-0.57,0,0.32,0.07,-0.1,1.304,0.026,-0.026,,,,111.2,6.9,-7.5,87.1880397,32.0840435
TOI-262 b,Gaia DR2 5019835424832215424,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,11.14529,0.00003,-0.00003,0.163,0.002,-0.002,2.07,0.15,-0.15,,,,,,,89.011,0.413,-0.413,0,0.719,0.328,-0.328,0.0484,0.0066,-0.0066,,,,,,,32.534687,-31.0706272
TOI-2796 b,Gaia DR2 3222453935725951488,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,4.8084983,0.0000057,-0.0000056,0.0569,0.001,-0.0011,17.262,,,,,,0,,,85.22,,,0,0.97,,,2.24,,,,,,50,11,-12,84.1527191,0.8962788
TOI-2818 b,Gaia DR2 5545555570947605376,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,4.039709,0.0000024,-0.0000023,0.0493,0.001,-0.0008,15.278,0.516,-0.504,,,,0,,,87.73,0.75,-0.55,0,0.34,0.07,-0.11,1.3,0.03,-0.03,,,,91,33,-33,119.0598183,-35.1167104
TOI-2842 b,Gaia DR2 3046327742219111808,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,3.5514058,0.0000077,-0.0000078,0.0475,0.001,-0.0011,12.845,0.572,-0.538,,,,0,,,84.42,0.34,-0.35,0,0.785,0.02,-0.022,0.867,0.037,-0.036,,,,45.2,5.8,-5.4,108.0442066,-10.63934
TOI-2977 b,Gaia DR2 5305241494923209856,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,2.3505614,0.0000025,-0.0000025,0.03386,0.00067,-0.0005,13.159,0.347,-0.303,,,,0,,,89.19,0.57,-0.82,0,0.097,0.095,-0.067,1.265,0.034,-0.033,,,,266,39,-38,143.9265177,-60.3574758
TOI-3023 b,Gaia DR2 5227928170880093568,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,3.9014971,0.0000031,-0.0000031,0.0505,0.0015,-0.0009,16.432,0.482,-0.359,,,,0,,,88.9,0.8,-1,0,0.13,0.11,-0.09,0.815,0.012,-0.012,,,,74,11,-11,165.3158231,-72.3567044
TOI-3362 b,Gaia DR2 5351820556994135296,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,18.09547,0.00003,-0.00003,0.153,0.002,-0.003,12.801,0.482,-0.46,,,,0.815,0.023,-0.032,89.14,0.584,-0.668,0,0.27,0.207,-0.184,0.41,0.02,-0.02,50.873,11.085,-9.165,,,,155.9841428,-56.8431169
TOI-3364 b,Gaia DR2 5409268527708808320,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,5.8768918,0.0000069,-0.0000069,0.0675,0.0011,-0.0016,12.229,0.426,-0.359,,,,0,,,88.79,0.75,-0.68,0,0.22,0.11,-0.13,0.624,0.024,-0.022,,,,168,10,-10,144.5377709,-49.3352226
TOI-3693 b,Gaia DR2 404433018447476096,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,9.088516,0.000026,-0.000027,0.0813,0.0011,-0.0012,12.599,0.325,-0.258,,,,0,0.048,-0.052,89.57,0.29,-0.28,0,0.17,0.1,-0.11,2.134,0.041,-0.039,,,,109,26,-24,15.6543938,51.3038918
TOI-3785 b,Gaia DR2 1044013542142711296,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,4.6747373,0.0000038,-0.0000038,0.043,0.001,-0.001,5.14,0.16,-0.16,,,,0.11,0.1,-0.08,88.1,0.01,-0.01,0,0.6,0.02,-0.03,0.9254,0.0003,-0.0003,96.26,51.25,-143.93,9.24,2.68,-2.68,130.9002258,63.0780768
TOI-3807 b,Gaia DR2 1117620107545810944,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,2.8989727,0.0000038,-0.0000039,0.0421,0.0007,-0.0011,18.495,,,,,,0,,,80.81,,,0,1,,,1.36,,,,,,130,18,-16,139.1125648,69.0741284
TOI-3819 b,Gaia DR2 876608292608416512,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,3.2443141,0.0000055,-0.0000055,0.04611,0.00069,-0.00096,13.137,0.404,-0.392,,,,0,,,82.79,0.3,-0.31,0,0.808,0.012,-0.013,0.613,0.013,-0.013,,,,131,20,-23,121.8632568,29.3886446
TOI-3912 b,Gaia DR2 1255520718461480960,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,3.4936264,0.0000038,-0.0000038,0.0463,0.0012,-0.001,14.28,0.46,-0.448,,,,0,,,85.64,0.55,-0.52,0,0.544,0.045,-0.052,0.885,0.019,-0.019,,,,51.2,8.5,-8.4,215.8014956,24.0765639
TOI-4087 b,Gaia DR2 1725490333641502976,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,3.1774835,0.00000094,-0.00000094,0.04469,0.00048,-0.00054,13.047,0.28,-0.269,,,,0,,,87.82,0.37,-0.33,0,0.328,0.044,-0.051,1.1565,0.0099,-0.0097,,,,90,17,-18,217.9257785,83.3727061
TOI-4127 b,Gaia DR2 1111639314047794944,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,56.39879,0.0001,-0.0001,0.3081,0.0055,-0.0058,12.285,0.437,-0.359,,,,0.7471,0.0078,-0.0086,89.3,0.46,-0.6,0,0.17,0.14,-0.11,0.746,0.025,-0.027,129.6,2,-2,160.1,3.7,-3.8,105.4045516,72.4149297
TOI-4137 b,Gaia DR2 497750842338402560,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,3.8016122,0.0000065,-0.0000065,0.05222,0.00089,-0.00096,13.574,0.448,-0.437,,,,0,0.048,-0.052,85.7,0.4,-0.4,0,0.584,0.035,-0.038,0.749,0.014,-0.014,,,,156,17,-15,77.612879,70.391079
TOI-4184 b,Gaia DR2 4620574887039870720,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,4.9019804,0.0000052,-0.0000052,0.0336,0.0015,-0.0015,2.43,0.21,-0.21,,,,,,,89.43,0.16,-0.16,0,0.306,0.061,-0.061,0.9115,0.0937,-0.1,,,,,,,43.8284749,-79.4147039
TOI-444 b,Gaia DR2 4895489043507741440,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,17.9636,0.00004,-0.00004,0.133,0.006,-0.006,2.77,0.2,-0.2,,,,,,,89.647,0.314,-0.314,0,0.225,0.193,-0.193,0.1056,0.0046,-0.0046,,,,,,,64.1839982,-26.7664071
TOI-4562 b,Gaia DR2 5288681857665822080,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,225.11781,0.00025,-0.00022,0.768,0.005,-0.005,12.53,0.15,-0.15,,,,0.76,0.02,-0.02,89.06,0.04,-0.04,0,0.6,0.03,-0.04,0.9961,0.0167,-0.0184,60,9,-9,106,24,-26,112.0100593,-63.5177788
TOI-4603 b,Gaia DR2 3402980516507429888,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,7.24599,0.00022,-0.00021,0.0888,0.001,-0.001,11.68,0.426,-0.392,4036.42077,181.16219,-177.98391,0.325,0.02,-0.02,80.21,0.39,-0.41,0,0.9521,0.0044,-0.0049,0.1528,0.0091,-0.0079,20.4,4.6,-4.7,962,37,-35,83.8659288,21.2942417
TOI-470 b,Gaia DR2 2912264564319611136,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,12.19148,0.00003,-0.00003,0.119,0.008,-0.008,4.34,0.29,-0.29,,,,,,,89.527,0.432,-0.432,0,0.253,0.216,-0.216,0.2275,0.0076,-0.0076,,,,,,,94.0099043,-25.0314111
TOI-4791 b,Gaia DR2 2930141657016297216,1,1,1,Transiting Exoplanet Survey Satellite (TESS),0,4.28088,0.000022,-0.000023,0.0555,0.0011,-0.0012,12.442,0.56,-0.56,,,,0,,,85.55,0.34,-0.33,0,0.657,0.027,-0.03,0.655,0.045,-0.045,,,,250,32,-34,109.3883818,-19.8289392
