designation,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
"Gaia DR3 3807826337147474176",,,,,,,"Gaia DR3 3807826337147474176",163.0323086038746,0.49316091467820633,4.6523,-23.7087,-43.8882,3.2405,2016.0,5.551115123125783E-17
"Gaia DR3 3862378262961788288",,,,,,,"Gaia DR3 3862378262961788288",157.62221472824783,6.863672467871654,7.2662,-17.0779,-5.3479,-15.4997,2016.0,1.7763568394002505E-15
"Gaia DR3 3899064464855774592",,,,,,,"Gaia DR3 3899064464855774592",178.32967118462992,6.4123199835855225,8.0925,-24.1688,15.4063,-12.0534,2016.0,2.8243901160196205E-14
"Gaia DR3 415703635408772480",,,,,,,"Gaia DR3 415703635408772480",9.458742700482865,51.28877830630163,2.6882,-6.9944,2.5706,-0.7054,2016.0,7.105427357601002E-15
"Gaia DR3 4223507222112425344",,,,,,,"Gaia DR3 4223507222112425344",303.16678109720226,-2.144443991289358,20.1141,-132.9126,-50.6829,9.9084,2016.0,1.1360721928539577E-13
"Gaia DR3 4477340334766250496",,,,,,,"Gaia DR3 4477340334766250496",277.751015108498,7.183345910755835,1.0192,1.0704,-4.0993,11.1287,2016.0,0.0
"Gaia DR3 457317534880081152",,,,,,,"Gaia DR3 457317534880081152",38.36916388723121,56.025707971568316,1.4781,-3.3712,9.0E-4,-8.4738,2016.0,0.0
"Gaia DR3 4620574887039870720",,,,,,,"Gaia DR3 4620574887039870720",43.828534806771245,-79.41468088326589,14.4506,79.2307,165.9302,18.9141,2016.0,1.3052633626249574E-15
"Gaia DR3 4886243456388510720",,,,,,,"Gaia DR3 4886243456388510720",64.13094408963441,-28.315825742358506,30.9326,218.5695,-251.1452,28.8383,2016.0,3.552713678800501E-15
"Gaia DR3 5001098681543159040",,,,,,,"Gaia DR3 5001098681543159040",10.569726869675728,-36.717968019208875,45.2998,-154.8801,45.6325,14.5141,2016.0,0.0
"Gaia DR3 5262666416118954368",,,,,,,"Gaia DR3 5262666416118954368",113.85236802193072,-73.57740745811081,23.5124,82.6282,9.9242,55.7837,2016.0,0.0
"Gaia DR3 534988616816537728",,,,,,,"Gaia DR3 534988616816537728",21.921767121264168,72.29662042879961,22.2257,71.6282,40.4495,-59.9883,2016.0,2.1606840959663364E-15
"Gaia DR3 5444147952811517696",,,,,,,"Gaia DR3 5444147952811517696",158.22503202357495,-34.98990921507403,1.9962,11.4518,-13.4763,-9.7929,2016.0,2.328457209123554E-14
"Gaia DR3 5723772524469252096",,,,,,,"Gaia DR3 5723772524469252096",127.38722781026458,-12.944768774965542,1.608,-13.182,-3.7336,68.4264,2016.0,1.7763568394002505E-15
"Gaia DR3 5738284016370287616",,,,,,,"Gaia DR3 5738284016370287616",142.17345094046757,-12.167219226333478,30.2902,35.8582,-389.7848,5.6533,2016.0,2.783999119931001E-14
"Gaia DR3 6003809889735481856",,,,,,,"Gaia DR3 6003809889735481856",227.27032703913974,-42.70496654225058,2.4248,-10.2435,-5.6361,-24.4555,2016.0,2.2061418187994357E-14
"Gaia DR3 6347643496607835520",,,,,,,"Gaia DR3 6347643496607835520",290.23830738848443,-82.55995922053808,80.1134,342.3,-1230.2965,-10.5859,2016.0,0.0
"Gaia DR3 6411096106487783296",,,,,,,"Gaia DR3 6411096106487783296",332.9482727733372,-58.94611776382565,16.0671,138.3646,-235.771,-69.7756,2016.0,2.9322333511933864E-14
"Gaia DR3 6453566701615683456",,,,,,,"Gaia DR3 6453566701615683456",319.94969963669564,-58.148934391203156,3.1499,10.5499,-10.7629,11.2743,2016.0,0.0
"Gaia DR3 6582435924022652672",,,,,,,"Gaia DR3 6582435924022652672",320.7628752860877,-40.048444994027676,2.9938,-3.9022,-39.9508,15.6556,2016.0,4.4089988227874426E-14
"Gaia DR3 684992690384102528",,,,,,,"Gaia DR3 684992690384102528",134.7188775848426,21.074751903570448,35.9298,175.74,-318.3322,14.0889,2016.0,0.0
