# CONSTRAINT:  where (gaia_id not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and default_flag = 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and sy_snum = 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_controv_flag = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and ttv_flag = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_trandep not null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl_name,hostname,gaia_id,default_flag,sy_snum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,st_teff,st_tefferr1,st_tefferr2,st_met,st_meterr1,st_meterr2,ra,dec
Kepler-1491 c,Kepler-1491,Gaia DR2 2127985806448631808,1,1,0,61.569765,0.001804,-0.001804,0.3045,,,,,,0,,,89.35,,,0,0.486,0.074,-0.409,0.02983,0.00309,-0.00309,5626,77,-77,0.14,0.15,-0.15,293.6297645,45.7406293
Kepler-15 b,Kepler-15,Gaia DR2 2134850847813263360,1,1,0,4.942782,0.0000013,-0.0000013,0.05714,0.00086,-0.00093,209.76,25.43,-28.6,0.06,,,87.44,0.18,-0.2,0,0.554,0.023,-0.024,1.1265,,,5515,122,-130,0.36,0.07,-0.07,296.2005506,49.1400304
Kepler-1514 b,Kepler-1514,Gaia DR2 2051866238502437632,1,1,0,217.83184,0.00012,-0.00012,0.753,0.013,-0.014,1678.1424,69.9226,-69.9226,0.401,0.013,-0.014,89.944,0.013,-0.01,0,0.169,0.03,-0.039,0.7805,0.0025,-0.0027,6145,99,-80,0.119,0.08,-0.075,292.6274943,37.8601653
Kepler-1514 c,Kepler-1514,Gaia DR2 2051866238502437632,1,1,0,10.514181,0.000039,-0.000039,0.0997,0.0018,-0.0018,,,,0.32,0.35,-0.19,87.98,1.2,-0.4,0,0.47,0.22,-0.31,0.00699,0.00063,-0.00043,6145,99,-80,0.119,0.08,-0.075,292.6274943,37.8601653
Kepler-1518 c,Kepler-1518,Gaia DR2 2082161219824397568,1,1,0,9.6310258,0.0001257,-0.0001257,0.0905,,,,,,0,,,79.56,,,0,0.951,0.027,-0.65,0.02972,0.00251,-0.00251,6432,155,-214,-0.34,0.25,-0.3,300.3323404,44.9861065
Kepler-1610 c,Kepler-1610,Gaia DR2 2079807646464016256,1,1,0,44.9851885,0.0004873,-0.0004873,0.2323,,,,,,0,,,89.41,,,0,0.664,0.273,-0.433,0.06178,0.00511,-0.00511,5295,185,-185,-0.1,0.3,-0.3,295.9049795,45.4054296
Kepler-164 e,Kepler-164,Gaia DR2 2130889204338693504,1,1,0,94.886902,0.001216,-0.001216,0.4025,,,,,,0,,,88.37,,,0,0.982,40.039,-0.023,0.06417,0.00296,-0.00296,5888,106,-117,-0.1,0.15,-0.15,287.7808115,47.6298453
Kepler-1652 b,Kepler-1652,Gaia DR2 2135055391335687680,1,1,0,38.09722,0.00021,-0.00021,0.1654,0.0042,-0.0075,,,,,,,89.993,0.004,-0.143,0,0.011,0.233,-0.011,0.0977,0.0063,-0.0063,3638,51,-51,-0.3,0.12,-0.12,294.3660313,49.9150219
Kepler-1654 b,Kepler-1654,Gaia DR2 2105415302330571008,1,1,0,1047.8356,0.0018,-0.0019,2.026,0.037,-0.035,158.915,,,0.26,0.21,-0.11,89.982,0.012,-0.017,0,0.114,0.11,-0.079,0.5096,0.0047,-0.0045,5597,95,-93,-0.088,0.097,-0.095,282.1856949,44.4344617
Kepler-1669 d,Kepler-1669,Gaia DR2 2073652546016392448,1,1,0,4.72941177,0.00003075,-0.00003075,0.0468,,,,,,0,,,89.16,,,0,0.236,0.234,-0.236,0.04343,0.00337,-0.00337,4224,84,-84,-0.2,0.15,-0.15,297.4303826,39.8478795
Kepler-1801 c,Kepler-1801,Gaia DR2 2076185408488670208,1,1,0,116.583183,0.002231,-0.002231,0.4572,,,,,,0,,,89.74,,,0,0.586,0.006,-0.492,0.0819,0.0102,-0.0102,5738,156,-173,-0.06,0.3,-0.3,295.1640095,39.2014024
Kepler-1814 c,Kepler-1814,Gaia DR2 2103845032226500352,1,1,0,0.62628177,0.00000104,-0.00000104,0.0133,,,,,,0,,,81.02,,,0,0.553,0.039,-0.467,0.04331,0.00165,-0.00165,4922,169,-169,0.2,0.2,-0.3,285.2166767,41.2824449
Kepler-1834 c,Kepler-1834,Gaia DR2 2076454445237794432,1,1,0,0.76669152,0.00000127,-0.00000127,0.015,,,,,,0,,,84.94,,,0,0.388,0.053,-0.388,0.0244,0.00101,-0.00101,4821,76,-76,0.16,0.15,-0.15,294.6646789,39.7838461
Kepler-1859 c,Kepler-1859,Gaia DR2 2128198974266072192,1,1,0,3.59645081,0.00003644,-0.00003644,0.0473,,,,,,0,,,83.31,,,0,0.781,0.176,-0.545,0.01496,0.00111,-0.00111,5887,70,-79,0.16,0.15,-0.15,293.9886751,46.7179996
Kepler-1869 c,Kepler-1869,Gaia DR2 2125751461382627840,1,1,0,1.7168283,0.00000941,-0.00000941,0.028,,,,,,0,,,81.38,,,0,0.7,0.276,-0.475,0.00595,0.0005,-0.0005,5808,105,-128,-0.06,0.15,-0.15,292.6149958,42.7643438
Kepler-1894 c,Kepler-1894,Gaia DR2 2134931077802625792,1,1,0,5.05368985,0.00005076,-0.00005076,0.0576,,,,,,0,,,87.71,,,0,0.53,0.428,-0.314,0.01715,0.00176,-0.00176,5772,156,-173,0,0.25,-0.3,295.5864604,49.6668523
Kepler-1921 c,Kepler-1921,Gaia DR2 2085204015173031552,1,1,0,3.15722086,0.00001947,-0.00001947,0.0454,,,,,,0,,,89.99,,,0,0.001,0.455,-0.001,0.00497,0.00032,-0.00032,6120,195,-217,0.02,0.25,-0.3,300.3161723,45.4953271
Kepler-1977 b,Kepler-1977,Gaia DR2 2051027792165858304,1,1,0,4.53702121,0.00002498,-0.00002498,0.0486,,,,,,0,,,87.14,,,0,0.706,0.058,-0.491,0.05044,0.00365,-0.00365,4805,144,-144,-0.06,0.3,-0.3,290.6178587,37.2891002
Kepler-1978 b,Kepler-1978,Gaia DR2 2099854801450635520,1,1,0,10.84969477,0.00002777,-0.00002777,0.0914,,,,,,0,,,88.49,,,0,0.55,0.28,-0.347,0.11221,0.00275,-0.00275,5251,158,-158,-0.04,0.3,-0.3,286.0067312,38.0095407
Kepler-1979 b,Kepler-1979,Gaia DR2 2051368434612892800,1,1,0,18.5084526,0.0001311,-0.0001311,0.1383,,,,,,0,,,77.63,,,0,1.258,71.799,-2.217,0.07589,0.00287,-0.00287,5942,176,-193,-0.06,0.25,-0.3,289.8429062,38.309622
Kepler-1980 b,Kepler-1980,Gaia DR2 2052139123549626240,1,1,0,33.0257179,0.0006181,-0.0006181,0.2049,,,,,,0,,,89.94,,,0,0.044,0.413,-0.044,0.05071,0.00472,-0.00472,5819,69,-87,0.14,0.15,-0.15,295.1672065,38.637039
Kepler-1981 b,Kepler-1981,Gaia DR2 2099583977992504576,1,1,0,453.54212,0.003501,-0.003501,1.3292,,,,,,0,,,89.78,,,0,0.633,0.219,-0.405,0.0861,0.00186,-0.00186,5874,87,-79,0.12,0.15,-0.15,287.9754691,38.7402988
Kepler-1982 b,Kepler-1982,Gaia DR2 2100524610190045312,1,1,0,3.82315697,0.00004481,-0.00004481,0.0511,,,,,,0,,,89.7,,,0,0.064,0.391,-0.064,0.00472,0.00066,-0.00066,6202,99,-149,0.21,0.15,-0.15,287.4099905,39.6586267
Kepler-1983 b,Kepler-1983,Gaia DR2 2073697660354300544,1,1,0,7.32851947,0.00002311,-0.00002311,0.0689,,,,,,0,,,85.76,,,0,0.983,0.079,-0.771,0.02778,0.00276,-0.00276,5135,84,-76,0.12,0.15,-0.15,297.042015,39.9121864
Kepler-1984 b,Kepler-1984,Gaia DR2 2101508501301083520,1,1,0,1.99281234,0.00000783,-0.00000783,0.0238,,,,,,0,,,55.11,,,0,1.127,15.761,-0.104,0.03148,0.00228,-0.00228,3638,72,-87,-0.14,0.15,-0.15,291.2850446,40.7300225
Kepler-1985 b,Kepler-1985,Gaia DR2 2077726678964445696,1,1,0,3.42064689,0.00001928,-0.00001928,0.0426,,,,,,0,,,82.03,,,0,0.92,0.021,-0.63,0.03568,0.00304,-0.00304,5370,85,-75,0.14,0.15,-0.15,293.5663715,42.1325825
Kepler-1986 b,Kepler-1986,Gaia DR2 2125848733801094912,1,1,0,19.5489666,0.0001396,-0.0001396,0.1307,,,,,,0,,,89.05,,,0,0.83,0.001,-0.585,0.05238,0.00497,-0.00497,5549,163,-163,-0.54,0.3,-0.3,292.9582727,42.8548909
Kepler-1987 b,Kepler-1987,Gaia DR2 2078000289864478976,1,1,0,2.345863,0.00000955,-0.00000955,0.0318,,,,,,0,,,89.81,,,0,0.035,0.438,-0.035,0.03167,0.00184,-0.00184,4769,172,-172,0.12,0.25,-0.3,295.8254663,42.9433716
Kepler-1987 c,Kepler-1987,Gaia DR2 2078000289864478976,1,1,0,3.64830183,0.00001621,-0.00001621,0.0427,,,,,,0,,,89.75,,,0,0.063,0.396,-0.062,0.03717,0.0021,-0.0021,4769,172,-172,0.12,0.25,-0.3,295.8254663,42.9433716
Kepler-1987 d,Kepler-1987,Gaia DR2 2078000289864478976,1,1,0,5.64491415,0.00000878,-0.00000878,0.0571,,,,,,0,,,88.57,,,0,0.445,0.037,-0.445,0.13979,0.00244,-0.00244,4769,172,-172,0.12,0.25,-0.3,295.8254663,42.9433716
Kepler-1987 e,Kepler-1987,Gaia DR2 2078000289864478976,1,1,0,8.74292005,0.00003311,-0.00003311,0.0765,,,,,,0,,,89.95,,,0,0.025,0.416,-0.025,0.07795,0.00282,-0.00282,4769,172,-172,0.12,0.25,-0.3,295.8254663,42.9433716
Kepler-1988 b,Kepler-1988,Gaia DR2 2078996821055736960,1,1,0,11.49500229,0.00008821,-0.00008821,0.1038,,,,,,0,,,79.67,,,0,0.911,0.051,-0.613,0.00514,0.00024,-0.00024,6033,183,-183,-0.1,0.3,-0.3,298.6738034,43.7955099
Kepler-1989 b,Kepler-1989,Gaia DR2 2126119862195142272,1,1,0,10.16102353,0.00000918,-0.00000918,0.0918,,,,,,0,,,87.78,,,0,0.716,0.053,-0.501,0.16539,0.00167,-0.00167,6032,189,-232,-0.14,0.3,-0.3,290.7351869,44.091262
Kepler-1990 b,Kepler-1990,Gaia DR2 2076121602454770560,1,1,0,1.73513619,0.00000028,-0.00000028,0.0286,,,,,,0,,,89.57,,,0,0.045,0.192,-0.045,0.09526,0.00023,-0.00023,5751,103,-114,0.21,0.15,-0.15,299.7047433,44.4357068
Kepler-1990 c,Kepler-1990,Gaia DR2 2076121602454770560,1,1,0,4.06844957,0.00001212,-0.00001212,0.0504,,,,,,0,,,86.61,,,0,0.55,0.377,-0.337,0.00798,0.0003,-0.0003,5751,103,-114,0.21,0.15,-0.15,299.7047433,44.4357068
Kepler-1991 b,Kepler-1991,Gaia DR2 2106371744306291328,1,1,0,13.26079792,0.00009795,-0.00009795,0.1065,,,,,,0,,,89.51,,,0,0.22,0.25,-0.22,0.01994,0.00124,-0.00124,5478,82,-74,0.16,0.15,-0.15,285.0360506,45.0709909
Kepler-1991 c,Kepler-1991,Gaia DR2 2106371744306291328,1,1,0,22.79020351,0.00006878,-0.00006878,0.1528,,,,,,0,,,89.94,,,0,0.036,0.415,-0.036,0.06179,0.00139,-0.00139,5478,82,-74,0.16,0.15,-0.15,285.0360506,45.0709909
Kepler-1992 b,Kepler-1992,Gaia DR2 2079880695265507328,1,1,0,15.6112238,0.0001275,-0.0001275,0.1169,,,,,,0,,,89.03,,,0,0.468,0.489,-0.26,0.01135,0.00081,-0.00081,5383,107,-107,0,0.15,-0.15,295.0902409,45.0811045
Kepler-1993 b,Kepler-1993,Gaia DR2 2127956360152391168,1,1,0,26.6565737,0.0002052,-0.0002052,0.1943,,,,,,0,,,88.72,,,0,0.686,0.242,-0.48,0.01634,0.00094,-0.00094,5159,171,-155,-0.04,0.3,-0.3,293.7968548,45.1607261
Kepler-1994 b,Kepler-1994,Gaia DR2 2080271674728481280,1,1,0,4.61225043,0.00003445,-0.00003445,0.053,,,,,,0,,,89.95,,,0,0.012,0.44,-0.012,0.00291,0.00024,-0.00024,5495,74,-82,0.16,0.15,-0.15,297.1487941,46.2969247
Kepler-1995 b,Kepler-1995,Gaia DR2 2107244481660894592,1,1,0,73.7578875,0.0004304,-0.0004304,0.3259,,,,,,0,,,89.74,,,0,0.714,0.205,-0.487,0.18369,0.00988,-0.00988,5029,192,-174,0.48,0.05,-0.25,284.342725,46.3165907
Kepler-1996 b,Kepler-1996,Gaia DR2 2107311719368903680,1,1,0,32.376183,0.0001311,-0.0001311,0.1789,,,,,,0,,,88.18,,,0,0.896,0.009,-0.61,0.07454,0.00241,-0.00241,4580,92,-92,0.08,0.15,-0.15,285.2537555,46.5822183
Kepler-1996 c,Kepler-1996,Gaia DR2 2107311719368903680,1,1,0,92.7297248,0.000398,-0.000398,0.3608,,,,,,0,,,89.19,,,0,0.857,0.056,-0.597,0.12575,0.00319,-0.00319,4580,92,-92,0.08,0.15,-0.15,285.2537555,46.5822183
Kepler-1997 b,Kepler-1997,Gaia DR2 2080296757338392576,1,1,0,26.7575866,0.0002942,-0.0002942,0.1815,,,,,,0,,,89.29,,,0,0.407,0.058,-0.407,0.04553,0.00298,-0.00298,6215,194,-259,-0.06,0.25,-0.35,297.4808253,46.5891373
Kepler-1998 b,Kepler-1998,Gaia DR2 2107658516506930048,1,1,0,3.03267135,0.00001374,-0.00001374,0.0405,,,,,,0,,,88.93,,,0,0.238,0.232,-0.238,0.00424,0.00032,-0.00032,5640,101,-113,0.06,0.15,-0.15,283.4291536,47.5923973
Kepler-1999 b,Kepler-1999,Gaia DR2 2119710538336363904,1,1,0,8.7396758,0.0003092,-0.0003092,0.0713,,,,,,0,,,82.59,,,0,0.957,0.001,-0.68,0.1431,0.0107,-0.0107,4406,154,-170,-0.24,0.3,-0.3,282.3705675,48.259234
Kepler-2000 b,Kepler-2000,Gaia DR2 2132144056342471168,1,1,0,6.38315913,0.0000064,-0.0000064,0.0562,,,,,,0,,,89.61,,,0,0.197,0.237,-0.197,0.23132,0.00408,-0.00408,3757,74,-82,0.48,0.05,-0.15,285.5743032,49.9621218
Kepler-2000 c,Kepler-2000,Gaia DR2 2132144056342471168,1,1,0,20.6180348,0.0001382,-0.0001382,0.1228,,,,,,0,,,89.82,,,0,0.155,0.314,-0.155,0.07695,0.00521,-0.00521,3757,74,-82,0.48,0.05,-0.15,285.5743032,49.9621218
Kepler-2001 b,Kepler-2001,Gaia DR2 2130124219123552256,1,1,0,1.090011,0.00000582,-0.00000582,0.0197,,,,,,0,,,83.71,,,0,0.531,0.001,-0.479,0.01748,0.00183,-0.00183,5081,166,-136,0.12,0.25,-0.3,291.6594558,50.5838585
Kepler-2001 c,Kepler-2001,Gaia DR2 2130124219123552256,1,1,0,14.09258319,,,0.1084,,,,,,0,,,88.45,,,0,0.586,,,0.05304,,,5081,166,-136,0.12,0.25,-0.3,291.6594558,50.5838585
Kepler-290 d,Kepler-290,Gaia DR2 2105538623730974848,1,1,0,0.76401755,0.00000377,-0.00000377,0.0154,,,,,,0,,,84.79,,,0,0.442,0.5,-0.237,0.01282,0.0013,-0.0013,5142,153,-153,-0.06,0.3,-0.3,286.4100307,42.6815137
Kepler-297 d,Kepler-297,Gaia DR2 2131748747552136960,1,1,0,150.0189511,0.0001744,-0.0001744,0.523,,,,,,0,,,89.4,,,0,1.252,67.034,-0.169,0.43197,0.00468,-0.00468,5618,112,-112,-0.22,0.15,-0.15,283.2091605,48.7776156
Kepler-31 d,Kepler-31,Gaia DR2 2128013019361703936,1,1,0,87.6451,0.0014,-0.0014,0.4,,,2161.244,,,,,,,,,0,0.5,0.4,-0.5,0.0959,,,6340,200,-200,-0.076,0.4,-0.4,294.0230229,45.8530535
Kepler-311 d,Kepler-311,Gaia DR2 2119534646538533888,1,1,0,232.040326,0.006902,-0.006902,0.7326,,,,,,0,,,89.7,,,0,0.61,0.341,-0.388,0.02908,0.00219,-0.00219,5903,106,-117,-0.1,0.15,-0.15,282.0612731,47.0854984
Kepler-32 d,Kepler-32,Gaia DR2 2080287892525359872,1,1,0,22.7802,0.0005,-0.0005,0.13,,,,,,,,,,,,0,,,,0.2181,,,3900,200,-200,0,0.4,-0.4,297.8423073,46.5743595
Kepler-32 e,Kepler-32,Gaia DR2 2080287892525359872,1,1,0,2.896,0.0003,-0.0003,0.033,,,,,,,,,,,,0,,,,0.0671,,,3900,200,-200,0,0.4,-0.4,297.8423073,46.5743595
Kepler-32 f,Kepler-32,Gaia DR2 2080287892525359872,1,1,0,0.74296,0.00007,-0.00007,0.013,,,,,,,,,,,,0,,,,0.0224,,,3900,200,-200,0,0.4,-0.4,297.8423073,46.5743595
Kepler-347 d,Kepler-347,Gaia DR2 2132614922197436928,1,1,0,85.517344,0.001846,-0.001846,0.3802,,,,,,0,,,88,,,0,0.944,0.026,-0.679,0.02702,0.00216,-0.00216,5592,75,-75,0.16,0.15,-0.15,289.1995995,49.3056404
Kepler-4 b,Kepler-4,Gaia DR2 2132152916856093952,1,1,0,3.21346,0.00022,-0.00022,0.0456,0.0009,-0.0009,24.472,3.814,-3.814,0,,,89.76,0.24,-2.05,0,0.022,0.234,-0.022,0.087,,,5857,120,-120,0.17,0.06,-0.06,285.6154492,50.1357712
Kepler-416 d,Kepler-416,Gaia DR2 2052975370856687744,1,1,0,3.07644709,0.00001038,-0.00001038,0.0407,,,,,,0,,,83.78,,,0,0.708,0.235,-0.505,0.02167,0.00081,-0.00081,5670,114,-114,0.06,0.15,-0.15,291.5569554,39.2272923
Kepler-42 c,Kepler-42,Gaia DR2 2126556132093765888,1,1,0,0.45328509,0.00000097,-0.00000097,0.006,,,,,,,,,,,,0,0.52,0.068,-0.068,0.156,0.0088,-0.0086,3068,174,-174,-0.33,0.12,-0.12,292.2196,44.6173667
Kepler-423 b,Kepler-423,Gaia DR2 2128273225659492608,1,1,0,2.6843285,0.00000007,-0.00000007,0.03585,0.00052,-0.00114,189.101,25.743,-25.743,0.019,0.028,-0.014,87.828,0.126,-0.126,0,0.3006,0.01,-0.01,1.5872,0.0062,-0.0062,5560,80,-80,-0.1,0.05,-0.05,292.8557189,46.3911883
Kepler-45 b,Kepler-45,Gaia DR2 2053562475706063744,1,1,0,2.455239,0.000004,-0.000004,0.03,,,160.497,28.604,-28.604,0.11,0.1,-0.09,87,0.7,-0.7,0,0.6,0.2,-0.2,3.204,0.072,-0.072,3820,90,-90,0.28,0.14,-0.14,292.8729292,41.0641727
Kepler-549 d,Kepler-549,Gaia DR2 2107622335702262400,1,1,0,24.61480613,0.00003227,-0.00003227,0.1575,,,,,,0,,,89.63,,,0,0.435,0.268,-0.297,0.1798,0.00288,-0.00288,5312,79,-79,0.16,0.15,-0.15,283.0228527,47.2611431
Kepler-58 e,Kepler-58,Gaia DR2 2073274618947678464,1,1,0,4.45814897,0.00002897,-0.00002897,0.0533,,,,,,0,,,84.65,,,0,0.754,0.223,-0.548,0.01881,0.00145,-0.00145,6100,193,-214,-0.12,0.25,-0.3,296.3586251,39.1152033
Kepler-618 d,Kepler-619,Gaia DR2 2129503235571760128,1,1,0,11.67894236,0.00002452,-0.00002452,0.1021,,,,,,0,,,88.28,,,0,0.94,0.015,-0.712,0.11851,0.00638,-0.00638,6122,169,-190,-0.18,0.25,-0.35,290.8490899,48.4159782
Kepler-62 b,Kepler-62,Gaia DR2 2107001283431633408,1,1,0,5.714932,0.000009,-0.000009,0.0553,0.0005,-0.0005,9,,,,,,89.2,0.4,-0.4,0,0.25,0.13,-0.13,0.043,0.001,-0.001,4925,70,-70,-0.37,0.04,-0.04,283.2125621,45.3496992
Kepler-62 c,Kepler-62,Gaia DR2 2107001283431633408,1,1,0,12.4417,0.0001,-0.0001,0.0929,0.0009,-0.0009,4,,,,,,89.7,0.2,-0.2,0,0.16,0.09,-0.09,0.007,0.001,-0.001,4925,70,-70,-0.37,0.04,-0.04,283.2125621,45.3496992
Kepler-62 d,Kepler-62,Gaia DR2 2107001283431633408,1,1,0,18.16406,0.00002,-0.00002,0.12,0.001,-0.001,14,,,,,,89.7,0.3,-0.3,0,0.22,0.13,-0.13,0.092,0.002,-0.002,4925,70,-70,-0.37,0.04,-0.04,283.2125621,45.3496992
Kepler-62 e,Kepler-62,Gaia DR2 2107001283431633408,1,1,0,122.3874,0.0008,-0.0008,0.427,0.004,-0.004,36,,,,,,89.98,0.02,-0.02,0,0.06,0.05,-0.05,0.07,0.003,-0.003,4925,70,-70,-0.37,0.04,-0.04,283.2125621,45.3496992
Kepler-62 f,Kepler-62,Gaia DR2 2107001283431633408,1,1,0,267.291,0.005,-0.005,0.718,0.007,-0.007,35,,,,,,89.9,0.03,-0.03,0,0.41,0.14,-0.14,0.042,0.004,-0.004,4925,70,-70,-0.37,0.04,-0.04,283.2125621,45.3496992
Kepler-65 b,Kepler-65,Gaia DR2 2102119176929154304,1,1,0,2.15491,0.000005,-0.000005,0.035,0.002,-0.001,,,,,,,,,,0,0.16,0.2,-0.11,0.0085,0.00016,-0.00011,6211,66,-66,0.17,0.06,-0.06,288.6887221,41.1511076
Kepler-656 c,Kepler-656,Gaia DR2 2130825020347168512,1,1,0,5.25449393,0.00005613,-0.00005613,0.0602,,,,,,0,,,83.61,,,0,0.837,0.108,-0.597,0.0169,0.00146,-0.00146,5550,166,-183,0.46,0.05,-0.3,288.3278778,47.381538
Kepler-69 b,Kepler-69,Gaia DR2 2126436800722944000,1,1,0,13.722341,0.000035,-0.000036,0.094,0.023,-0.016,,,,0.16,0.17,-0.001,89.62,0.26,-0.45,0,0.15,0.17,-0.1,0.0597,,,5638,168,-168,-0.29,0.15,-0.15,293.2609013,44.8688656
Kepler-69 c,Kepler-69,Gaia DR2 2126436800722944000,1,1,0,242.4613,0.0059,-0.0064,0.64,0.15,-0.11,,,,0.14,0.18,-0.1,89.85,0.03,-0.08,0,0.12,0.21,-0.09,0.035,,,5638,168,-168,-0.29,0.15,-0.15,293.2609013,44.8688656
Kepler-763 c,Kepler-763,Gaia DR2 2128369501647063808,1,1,0,4.09667624,0.00001956,-0.00001956,0.0466,,,,,,0,,,89.43,,,0,0.142,0.32,-0.142,0.03023,0.00204,-0.00204,4999,79,-79,0.18,0.15,-0.15,292.1445534,47.1573604
Kepler-763 d,Kepler-763,Gaia DR2 2128369501647063808,1,1,0,6.50327035,0.00003134,-0.00003134,0.0634,,,,,,0,,,89.76,,,0,0.08,0.375,-0.08,0.04183,0.00241,-0.00241,4999,79,-79,0.18,0.15,-0.15,292.1445534,47.1573604
Kepler-77 b,Kepler-77,Gaia DR2 2126912305142208384,1,1,0,3.57878087,0.00000023,-0.00000023,0.04501,0.00063,-0.00063,136.661,10.17,-10.17,0,,,88,0.11,-0.11,0,0.341,0.017,-0.017,0.9849,0.0051,-0.0051,5520,60,-60,0.2,0.05,-0.05,289.6079433,44.3454347
Kepler-784 c,Kepler-784,Gaia DR2 2080605823183999616,1,1,0,17.157236,0.0001862,-0.0001862,0.1309,,,,,,0,,,88.81,,,0,0.238,0.218,-0.238,0.01104,0.0005,-0.0005,5676,115,-104,0.1,0.15,-0.15,295.9206663,47.4486164
Kepler-864 c,Kepler-864,Gaia DR2 2107279803471399168,1,1,0,2.42150341,0.00001597,-0.00001597,0.0382,,,,,,0,,,84.11,,,0,0.55,0.402,-0.336,0.01715,0.00126,-0.00126,6213,173,-259,0.36,0.1,-0.3,285.0570943,46.3206074
Kepler-865 c,Kepler-865,Gaia DR2 2078648211455026432,1,1,0,6.20920207,0.0000479,-0.0000479,0.061,,,,,,0,,,89.11,,,0,0.272,0.189,-0.272,0.01019,0.00092,-0.00092,5440,162,-162,-0.24,0.35,-0.3,297.7242257,43.5272796
Kepler-880 c,Kepler-880,Gaia DR2 2105274977158196480,1,1,0,11.8061737,0.0001518,-0.0001518,0.1216,,,,,,0,,,84.28,,,0,0.905,0.059,-0.711,0.00881,0.00094,-0.00094,6900,184,-204,0,0.25,-0.3,281.9712347,43.6727839
Kepler-896 c,Kepler-896,Gaia DR2 2105221139747765504,1,1,0,29.5422566,0.0002958,-0.0002958,0.1792,,,,,,0,,,81.44,,,0,0.959,0.011,-0.008,0.08799,0.00331,-0.00331,5510,166,-149,-0.16,0.3,-0.3,282.4391402,43.7344291
Kepler-949 c,Kepler-949,Gaia DR2 2085527924426959104,1,1,0,20.99757968,0.00003334,-0.00003334,0.1394,,,,,,0,,,89.76,,,0,0.277,0.161,-0.277,0.11318,0.0027,-0.0027,5211,181,-163,0.08,0.25,-0.3,298.6079128,46.45366
Kepler-975 c,Kepler-975,Gaia DR2 2052826318309391104,1,1,0,5.05821338,0.00000474,-0.00000474,0.0567,,,,,,0,,,85.01,,,0,1.004,0.042,-0.696,0.07483,0.00237,-0.00237,4883,146,-132,0.56,0.05,-0.3,290.54851,38.4952415
LHS 1140 b,LHS 1140,Gaia DR2 2371032916186181760,1,1,0,24.73694,0.00041,-0.0004,0.0957,0.0019,-0.0019,6.38,0.46,-0.44,0.096,,,89.877,0.049,-0.045,0,,,,0.493,0.027,-0.027,2988,67,-67,-0.262,0.104,-0.104,11.248632,-15.2741085
LHS 1140 c,LHS 1140,Gaia DR2 2371032916186181760,1,1,0,3.77792,0.00003,-0.00003,0.02734,0.00054,-0.00054,1.76,0.17,-0.16,0.274,,,89.913,0.046,-0.049,0,,,,0.252,0.016,-0.015,2988,67,-67,-0.262,0.104,-0.104,11.248632,-15.2741085
LHS 475 b,LHS 475,Gaia DR2 6347643496607835520,1,1,0,2.029088,0.000006,-0.000006,,,,,,,,,,87.194,0.141,-0.137,0,,,,0.1101,0.006,-0.006,3300,80,-30,,,,290.2379403,-82.5597883
LP 890-9 b,LP 890-9,Gaia DR2 4886243456388510720,1,1,0,2.7299025,0.0000034,-0.000004,0.01875,0.0001,-0.0001,13.2,,,,,,89.67,0.22,-0.33,0,0.15,0.14,-0.1,0.6238,0.0168,-0.0153,2850,75,-75,-0.028,0.089,-0.089,64.1309096,-28.3157909
LP 890-9 c,LP 890-9,Gaia DR2 4886243456388510720,1,1,0,8.457463,0.000024,-0.000024,0.03984,0.00022,-0.00022,25.3,,,,,,89.287,0.026,-0.047,0,0.697,0.024,-0.019,0.6659,0.0282,-0.0273,2850,75,-75,-0.028,0.089,-0.089,64.1309096,-28.3157909
MASCARA-1 b,MASCARA-1,Gaia DR2 1744911763437512064,1,1,0,2.14877381,0.00000088,-0.00000087,0.040352,0.000046,-0.000049,,,,0.00034,0.00034,-0.00023,88.45,0.17,-0.17,0,0.113,0.012,-0.012,0.6216,0.0035,-0.0033,7490,150,-150,0.15,0.15,-0.15,317.5515264,10.7388967
NGTS-13 b,NGTS-13,Gaia DR2 5385076140853434752,1,1,0,4.119027,0.000023,-0.000023,0.0549,0.0015,-0.0025,1538.2972,139.8452,-139.8452,0.086,0.034,-0.034,88.7,1.2,-1.2,0,0.156,0.145,-0.145,0.43,0.04,-0.04,5819,73,-73,0.25,0.17,-0.17,176.2402326,-38.1397158
