designation,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
"Gaia DR3 2051368434612892800",2051368434612892800,289.8429067336248,38.309622226755025,0.9052566240549458,0.023512289,3.0871836364071887,1.3516799638971282,0.9419888,15.220387,0.9351282,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5545.94,4.4538,-0.1639,977.7492,0.1903,0.1572,0.0842,"Gaia DR2 2051368434612892800",289.8429062096733,38.30962204673422,0.9012,3.072,1.3268,0.0,2015.5,1.6109102185752775E-8
"Gaia DR3 2052139123549626240",2052139123549626240,295.16720609289814,38.637038263047685,0.5923377932693735,0.028295856,-2.344128190139692,-5.1866244784317495,1.0560893,15.55836,0.9711466,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5332.886,4.3553,-0.618,1264.8224,0.1518,0.1245,0.0671,"Gaia DR2 2052139123549626240",295.16720650692884,38.63703897981256,0.5602,-2.4534,-5.1559,0.0,2015.5,1.735646134046837E-8
"Gaia DR3 2099583977992504576",2099583977992504576,287.9754694148187,38.74029915905058,1.5298129066168802,0.011763747,1.8894689294831357,2.8943987506274675,1.0287532,13.369694,0.8203573,-13.631997,2.8776276,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5847.7944,4.2326,-0.3059,622.9137,0.1504,0.1267,0.0683,"Gaia DR2 2099583977992504576",287.9754690860427,38.740298768085346,1.4877,1.8332,2.9061,0.0,2015.5,1.2791499218734272E-8
"Gaia DR3 2100524610190045312",2100524610190045312,287.40998848507724,39.65862469996582,1.7647773528940591,0.011072707,-11.435302772688374,-13.967305574175022,1.0680972,12.607149,0.6835661,-15.652344,1.4148629,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,6198.1123,4.279,-0.1496,560.1734,0.0549,0.0471,0.0254,"Gaia DR2 2100524610190045312",287.40999052602575,39.658626699436155,1.7608,-11.4634,-14.1024,-13.8638,2015.5,4.584159898858104E-8
"Gaia DR3 2073697660354300544",2073697660354300544,297.0420136439736,39.912185552845486,2.344183556101866,0.015503235,-7.494832142739698,-6.08776853401371,0.9605462,14.290711,1.1652908,16.899359,3.3042467,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4885.962,4.5479,-0.0889,420.8535,0.1452,0.1148,0.0607,"Gaia DR2 2073697660354300544",297.04201500791635,39.91218640232855,2.3274,-7.5249,-6.0819,0.0,2015.5,4.8905844639737685E-9
"Gaia DR3 2101508501301083520",2101508501301083520,291.28504231384505,40.73002657318778,,,,,,16.009638,2.1033335,,,"NOT_AVAILABLE",0,true,false,false,false,false,false,false,,,,,,,,"Gaia DR2 2101508501301083520",291.28504458205634,40.73002245544736,0.0,0.0,0.0,0.0,2015.5,4.46208189919149E-6
"Gaia DR3 2077726678964445696",2077726678964445696,293.56636962296346,42.13258072163217,,,,,,16.14506,1.0925293,,,"NOT_AVAILABLE",0,true,false,false,false,false,false,false,,,,,,,,"Gaia DR2 2077726678964445696",293.5663714525776,42.13258247294375,0.0,0.0,0.0,0.0,2015.5,2.2154197326900765E-6
"Gaia DR3 2125848733801094912",2125848733801094912,292.9582744038568,42.854890568891676,1.0119543697967477,0.029436706,8.834760857806328,-1.9679094078085138,1.0236487,15.705448,1.0262308,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5067.63,4.4825,-0.6725,967.1002,0.0483,0.039,0.021,"Gaia DR2 2125848733801094912",292.95827274483315,42.854890856347886,1.0689,8.7134,-1.9309,0.0,2015.5,2.0187978780715877E-8
"Gaia DR3 2078000289864478976",2078000289864478976,295.82546479917806,42.94337104374665,1.644923661692582,0.024825176,-7.619488746230409,-4.055968679893507,1.0715234,15.49125,1.3436556,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4561.1143,4.6018,0.0982,549.324,0.1384,0.106,0.0556,"Gaia DR2 2078000289864478976",295.8254662581427,42.94337161523092,1.6506,-7.707,-4.0366,0.0,2015.5,1.1110910009720759E-8
"Gaia DR3 2078996825361036160",2078996825361036160,298.6738127630586,43.79550148649674,2.1216349415487006,0.3568118,2.929276984541015,7.9170418031551755,7.156043,12.335877,0.8854008,-16.166592,13.304675,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,,"Gaia DR2 2078996821055736960",298.6738034412259,43.795509927278225,0.0,0.0,0.0,-11.4832,2015.5,1.0794503693408174E-5
"Gaia DR3 2126119862195142272",2126119862195142272,290.7351875996974,44.091260463842744,0.8029742527721317,0.015950771,3.802658335038072,-10.67483263126482,0.9703705,14.602743,0.8290701,60.812527,8.707197,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5587.348,4.2633,-0.4374,1159.8214,0.0041,0.0034,0.0018,"Gaia DR2 2126119862195142272",290.73518685578625,44.091261964156025,0.77,3.7774,-10.6455,0.0,2015.5,2.3819341035689246E-8
"Gaia DR3 2076121602454770560",2076121602454770560,299.7047427308612,44.43570524730192,2.517225676963531,0.010532432,-3.1529497407623714,-10.47982885002991,0.89104205,12.575336,0.86983395,-18.425686,1.2340271,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5654.674,4.3029,0.0103,392.5784,0.0974,0.0811,0.0433,"Gaia DR2 2076121602454770560",299.7047433182432,44.43570676805643,2.5177,-3.1537,-10.3765,-17.4891,2015.5,8.171922879630049E-8
"Gaia DR3 2106371744306291328",2106371744306291328,285.03604903623614,45.07098913560869,1.1389837196321024,0.016914349,-7.859312930897584,-12.798956782491384,0.97002625,14.7083435,0.9442425,-18.813942,4.9042134,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5329.74,4.4207,-0.0884,842.8934,0.0422,0.0345,0.0184,"Gaia DR2 2106371744306291328",285.0360505841703,45.070990920156845,1.1398,-7.937,-12.8543,0.0,2015.5,9.195754183593861E-9
"Gaia DR3 2079880695265507328",2079880695265507328,295.09024061889437,45.081102704345824,1.865978167664368,0.011340113,-1.1875202912345175,-12.761312874612845,1.155576,13.543123,1.0090847,-11.150848,2.0204167,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,5655.6826,4.3364,-0.1178,511.3964,0.3416,0.28,0.1492,"Gaia DR2 2079880695265507328",295.0902408623545,45.08110449511107,1.8475,-1.205,-12.7607,0.0,2015.5,1.899803933403998E-8
"Gaia DR3 2127956360152391168",2127956360152391168,293.7968547005689,45.16072621983024,0.9700118701007284,0.010239057,-0.7581541757464885,1.0642187920995687,0.9925175,13.247179,1.1817961,-19.31983,1.5485376,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,5168.095,3.5931,-0.0023,1077.7189,0.33,0.2617,0.1378,"Gaia DR2 2127956360152391168",293.79685484932975,45.16072607409524,0.9404,-0.8251,1.1015,0.0,2015.5,1.2113055311765958E-8
"Gaia DR3 2080271674728481280",2080271674728481280,297.14879368877695,46.296924478058685,4.122373338400581,0.0117956605,-2.3599125377749495,-1.429071390547033,1.0230125,11.817324,0.96255875,-19.210993,0.32891795,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5326.634,4.3862,0.0654,240.0663,0.0522,0.0426,0.0226,"Gaia DR2 2080271674728481280",297.14879414559016,46.2969247477267,4.1037,-2.4888,-1.3419,-19.2402,2015.5,8.85461003552761E-8
"Gaia DR3 2107244481660894592",2107244481660894592,284.342724375186,46.31659106275502,1.6887527675860101,0.021575505,-3.003683288116845,2.7354340848406435,1.0441598,15.188723,1.27036,,,"VARIABLE",0,true,false,false,true,false,true,true,4653.911,4.541,0.1309,589.0961,0.0804,0.0622,0.0326,"Gaia DR2 2107244481660894592",284.3427250044163,46.31659068687092,1.6513,-2.9467,2.692,0.0,2015.5,2.5406995509901733E-8
"Gaia DR3 2107311723669410560",2107311723669410560,285.25375796212944,46.5822200500403,2.22945768621104,0.018733649,12.317371662799012,12.860638077496107,1.0181314,14.851298,1.3771095,-56.018894,4.738521,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4648.7886,4.6332,0.6283,425.3687,0.2304,0.1759,0.0915,"Gaia DR2 2107311719368903680",285.2537554750902,46.58221827117325,2.2412,12.1667,12.8647,0.0,2015.5,2.108909879202623E-8
"Gaia DR3 2080296757338392576",2080296757338392576,297.48082476446075,46.58913618233233,0.6579402155358904,0.022963844,-2.5530353662207848,-8.182077495759586,1.0448908,15.454196,0.84373283,,,"VARIABLE",0,true,false,false,true,false,true,true,5802.9204,4.4054,-0.4177,1257.0708,0.1629,0.137,0.0739,"Gaia DR2 2080296757338392576",297.48082529097934,46.5891373188137,0.6378,-2.5169,-8.1412,0.0,2015.5,1.3552024274966637E-8
"Gaia DR3 2107658516506930048",2107658516506930048,283.42915354817893,47.59239462279762,2.9370091991494762,0.009821322,-0.5217834107089838,-18.757557905789973,0.90250003,12.595838,0.8897648,-25.13224,0.7547197,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5688.562,4.4865,0.0954,334.6891,0.1631,0.1356,0.0722,"Gaia DR2 2107658516506930048",283.4291536170829,47.59239727917887,2.9041,-0.5732,-18.6543,-25.4265,2015.5,7.341298637187319E-8
"Gaia DR3 2119710538336363904",2119710538336363904,282.37056960545567,48.25923301281299,1.4150278949735866,0.032834005,10.204092533031982,-7.378216018852685,1.0125823,16.30223,1.5236692,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4495.9507,4.598,0.2711,717.0073,0.3759,0.2817,0.148,"Gaia DR2 2119710538336363904",282.37056747234396,48.25923404921331,1.3981,10.0948,-7.3641,0.0,2015.5,2.263553998769107E-8
"Gaia DR3 2132144056342471168",2132144056342471168,285.5743016258464,49.962116431192214,3.1181120035753427,0.02327533,-7.013617622994582,-38.64689129285959,0.9544011,15.249384,1.8768759,9.414419,5.4556694,"VARIABLE",0,true,false,false,true,false,true,true,4199.4697,4.5797,0.4792,327.5033,0.725,0.5204,0.2851,"Gaia DR2 2132144056342471168",285.5743031636986,49.96212180658739,3.0909,-7.05,-38.5527,0.0,2015.5,2.3181254531979472E-8
"Gaia DR3 2130124219123552256",2130124219123552256,291.6594545116655,50.583857683210745,1.2447702867361663,0.026757242,-5.613799370103408,-5.4512343788634094,0.95563525,15.763705,1.2268324,,,"VARIABLE",0,true,false,false,true,false,true,true,4777.7144,4.5962,0.11,743.6256,0.1207,0.0943,0.0495,"Gaia DR2 2130124219123552256",291.65945575269853,50.58385845061716,1.2596,-5.651,-5.5225,0.0,2015.5,3.1550775948825312E-9
"Gaia DR3 2105538623730974848",2105538623730974848,286.41003168083245,42.681512915451805,1.4170258187211073,0.023743154,5.172895884966133,-5.401038581531779,0.98522794,15.551212,1.1731253,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4892.5215,4.6272,-0.0933,673.2768,0.1553,0.1227,0.0649,"Gaia DR2 2105538623730974848",286.4100307166823,42.68151367209576,1.4113,5.1577,-5.248,0.0,2015.5,2.8768404332160522E-8
"Gaia DR3 2131748747552136960",2131748747552136960,283.20916095944693,48.777615385905655,1.4399683147143867,0.012965149,2.144040985169693,-1.2501610118294781,0.9636755,14.180294,0.8399267,-5.679425,5.186949,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5639.607,4.4431,-0.2933,660.7659,0.0526,0.0439,0.0236,"Gaia DR2 2131748747552136960",283.2091605131118,48.77761557372092,1.416,2.1601,-1.2331,0.0,2015.5,1.7566955454154833E-8
"Gaia DR3 2128013019361703936",2128013019361703936,294.0230226767445,45.85305245854155,0.6012615020250495,0.019990949,-1.0071092212838677,-7.439370588679293,1.0009229,15.211584,0.78735256,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,6107.385,4.4875,-0.2058,1273.8618,0.2242,0.1907,0.1028,"Gaia DR2 2128013019361703936",294.0230228996888,45.853053501009136,0.5722,-1.0166,-7.3444,0.0,2015.5,2.6471229295918748E-8
"Gaia DR3 2119534646538533888",2119534646538533888,282.0612716644763,47.085498982041464,1.2891780125779337,0.012112751,-6.74872821886132,3.95021698131953,0.9847568,13.74155,0.7867956,-33.566284,3.7680008,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5942.2583,4.3436,-0.3065,750.8726,0.0643,0.0542,0.0291,"Gaia DR2 2119534646538533888",282.0612730600966,47.08549844163537,1.2555,-6.8558,3.9388,0.0,2015.5,6.917754308326426E-9
"Gaia DR3 2080287892525359872",2080287892525359872,297.8423044790651,46.574362212838714,3.095978946908092,0.027561706,-13.76242575587629,19.586419792514953,1.0171351,15.795283,1.9750729,,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,,"Gaia DR2 2080287892525359872",297.8423072830826,46.57435950627034,3.0595,-13.6176,19.6456,0.0,2015.5,4.234008906302561E-8
"Gaia DR3 2132614922197436928",2132614922197436928,289.1995991904703,49.30563809016056,0.7527320572373641,0.014395527,-1.553760768132412,-16.467827144327664,1.0732517,14.477556,0.84111214,-68.648865,4.5156746,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5549.2686,4.1877,-0.4406,1241.5231,0.0064,0.0054,0.0029,"Gaia DR2 2132614922197436928",289.19959952310364,49.305640387321944,0.741,-1.6052,-16.3851,0.0,2015.5,2.2292412076873796E-8
"Gaia DR3 2132152916856093952",2132152916856093952,285.61545061634035,50.13577172560461,2.00553174666521,0.010335396,6.127155060494209,4.641668380916944,1.0365233,12.152249,0.80768013,-60.87722,1.4329808,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,5871.573,4.0806,-0.1123,473.6177,0.0299,0.025,0.0134,"Gaia DR2 2132152916856093952",285.61544923641924,50.13577115890124,2.0209,6.0026,4.6718,-59.5153,2015.5,9.659171792621013E-8
"Gaia DR3 2052975370856687744",2052975370856687744,291.5569550589651,39.22729213462925,1.4640833935848943,0.01365261,-2.036545232912575,-0.8269598259837665,0.9654197,14.00832,0.89689636,-9.023884,7.141378,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5593.3574,4.3744,-0.033,660.8849,0.1261,0.1046,0.0558,"Gaia DR2 2052975370856687744",291.55695542998797,39.227292252504775,1.4189,-2.0509,-0.8006,0.0,2015.5,7.155876295653779E-9
"Gaia DR3 2126556132093765888",2126556132093765888,292.21961813206974,44.61730876026837,24.933800990771974,0.020380996,93.07352086012739,-417.39294187052565,1.1259909,14.969373,2.6504498,-86.76471,4.633957,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,3172.2478,5.1109,-0.4905,39.8236,2.0E-4,1.0E-4,1.0E-4,"Gaia DR2 2126556132093765888",292.21959997203754,44.61736674086256,24.934,93.1258,-417.4203,0.0,2015.5,9.391743402400763E-9
"Gaia DR3 2128273225659492608",2128273225659492608,292.85571853993173,46.39118878584133,1.263788169361318,0.0141422,-2.0005761117607737,3.6980781761390586,0.9389795,14.26866,0.87539864,-1.4390215,3.933878,"VARIABLE",0,true,true,false,true,false,true,true,5747.7817,4.4856,0.0695,737.5807,0.172,0.1435,0.0765,"Gaia DR2 2128273225659492608",292.8557189393283,46.39118829177163,1.2894,-2.0075,3.755,0.0,2015.5,2.766087580922189E-8
"Gaia DR3 2053562475706063744",2053562475706063744,292.87293008863423,41.064169714397394,2.598403908293244,0.03307959,4.64553337177788,-21.589330296768516,1.0075608,15.964754,1.981864,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4128.3594,4.6515,0.3746,374.7239,0.8217,0.5835,0.3235,"Gaia DR2 2053562475706063744",292.8729292267674,41.064172732205705,2.5904,4.6351,-21.5789,0.0,2015.5,2.160656435392176E-8
"Gaia DR3 2107622335702262400",2107622335702262400,283.0228531242302,47.26114214727769,1.5646926529751746,0.016100168,1.996004372846219,-6.50328053516059,1.0481285,14.610095,1.0316257,6.915749,5.225416,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5314.3926,4.589,0.0763,604.6893,0.1987,0.1614,0.0855,"Gaia DR2 2107622335702262400",283.02285271542553,47.261143056109546,1.5457,1.9272,-6.5881,0.0,2015.5,1.1563182194352955E-8
"Gaia DR3 2073274618947678464",2073274618947678464,296.3586243829047,39.11520331189679,1.0149633967302392,0.017671289,-4.113718130060741,0.17516554252806232,1.0041504,14.855532,0.94287395,,,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5572.3813,4.4296,-0.1961,905.4135,0.2241,0.1852,0.0993,"Gaia DR2 2073274618947678464",296.35862513070816,39.115203292244985,1.0037,-4.1848,0.1362,0.0,2015.5,1.2550104809668503E-9
"Gaia DR3 2129503235571760128",2129503235571760128,290.8490898836103,48.41597705318599,1.0834761415058975,0.015818901,-0.09119566189352346,-8.081510883445826,0.9891702,14.658643,0.8629923,0.32268438,5.3494506,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5703.2744,4.326,-0.0842,990.1334,0.129,0.1077,0.0577,"Gaia DR2 2129503235571760128",290.84908991691333,48.41597818748252,1.0816,-0.1772,-8.1122,0.0,2015.5,8.004906764936285E-9
"Gaia DR3 2107001283431633408",2107001283431633408,283.21255717679503,45.349694823151324,3.3209419074044937,0.011212348,-25.12029842069031,-31.141251994948167,0.9711562,13.708515,1.1400633,17.510752,1.8431268,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,,"Gaia DR2 2107001283431633408",283.21256214630023,45.34969915195774,3.2947,-25.1534,-31.1696,0.0,2015.5,1.1117761864358721E-9
"Gaia DR3 2102119176929154304",2102119176929154304,288.68872237566757,41.15110556399753,3.318407206474335,0.010833366,1.2560625219057115,-14.387987115788722,0.84114474,10.966515,0.6976538,-16.880756,0.34680498,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,6059.0317,4.1882,-0.09,298.7505,0.0026,0.0022,0.0012,"Gaia DR2 2102119176929154304",288.68872212858986,41.15110760950515,3.2638,0.9703,-14.1892,-16.7201,2015.5,9.06778439066178E-8
"Gaia DR3 2130825020347168512",2130825020347168512,288.3278773168792,47.381537397839445,1.0817079346556402,0.021893872,-2.238933448330217,-4.071940821394126,1.0170001,15.324007,1.0577707,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5134.2905,4.4855,0.3476,900.3774,0.0663,0.0532,0.0279,"Gaia DR2 2130825020347168512",288.32787779575966,47.381537975341374,1.0947,-2.2793,-4.0799,0.0,2015.5,1.3296275139747536E-8
"Gaia DR3 2126436800722944000",2126436800722944000,293.2608993936777,44.86886470976866,1.3649853560835357,0.0121550085,-9.713103961453047,-6.682599768359611,0.98146725,13.699361,0.8495941,-36.8072,3.1306124,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5787.8936,4.2438,-0.2472,698.0681,0.174,0.146,0.0786,"Gaia DR2 2126436800722944000",293.2609013066638,44.86886564417808,1.3399,-9.7037,-6.7065,0.0,2015.5,8.566081793961826E-9
"Gaia DR3 2128369501647063808",2128369501647063808,292.1445548583873,47.15736123894344,1.0767697344581497,0.024455162,7.329714908141582,5.858080472953093,0.9659399,15.669145,1.134264,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4895.582,4.5087,0.0035,894.9498,0.0649,0.0514,0.0271,"Gaia DR2 2128369501647063808",292.14455337468917,47.157360433148604,1.0109,7.2787,5.7314,0.0,2015.5,9.97679359822201E-9
"Gaia DR3 2126912305142208384",2126912305142208384,289.60794276782127,44.345434641938944,1.5619798123892,0.0119609665,-2.5735085285967254,-0.40892918957332614,0.9362675,13.90493,0.93270874,-24.962461,2.8187835,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5368.125,4.4083,0.1628,629.837,0.0093,0.0076,0.004,"Gaia DR2 2126912305142208384",289.60794327305433,44.34543471007444,1.5352,-2.6043,-0.4125,0.0,2015.5,1.0851078467630223E-8
"Gaia DR3 2080605823183999616",2080605823183999616,295.9206668285653,47.44861626781819,0.7489012231684341,0.01029757,2.6533763067091636,-1.0674340139601795,1.1182901,13.251771,0.932498,0.17100085,1.9321715,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,5818.928,3.7656,-0.0758,1149.8339,0.2683,0.2223,0.1184,"Gaia DR2 2080605823183999616",295.92066628343105,47.448616426884115,0.7382,2.6085,-1.0642,0.0,2015.5,1.293037490253744E-8
"Gaia DR3 2107279803471399168",2107279803471399168,285.05709458196424,46.320606196134655,0.46435602131256837,0.026488293,1.3788105375638424,-8.373661670582536,0.97023755,15.768521,0.8940048,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5511.3457,4.3465,-0.048,1696.6736,0.0584,0.0483,0.0257,"Gaia DR2 2107279803471399168",285.0570943196404,46.32060736654878,0.4643,1.4302,-8.3757,0.0,2015.5,1.8868099020213464E-8
"Gaia DR3 2078648211455026432",2078648211455026432,297.72422409630224,43.52727457583185,1.702010578638477,0.015718995,-8.179880547725709,-35.93353163442695,0.92028147,14.491433,1.0679636,-27.514526,3.1804154,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5300.3193,4.4976,-0.212,581.2645,0.3107,0.2519,0.1346,"Gaia DR2 2078648211455026432",297.72422567323554,43.527279572373914,1.6776,-8.1798,-35.8991,0.0,2015.5,1.2815378351524899E-8
"Gaia DR3 2105274977158196480",2105274977158196480,281.9712353072644,43.672785039279724,1.6695718534713189,0.010984425,2.9348136598646697,8.601110748210708,1.0500929,11.956819,0.54671574,-26.09542,1.8022556,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6717.0483,4.1672,-0.1927,587.7239,0.0495,0.0436,0.0235,"Gaia DR2 2105274977158196480",281.97123471679896,43.6727839029639,1.6344,2.9368,8.617,-29.4358,2015.5,6.346133779955385E-8
"Gaia DR3 2105221139747765504",2105221139747765504,282.4391394898699,43.7344278559173,0.3905136729779946,0.022127705,-3.4234725035569262,-8.912444308639287,0.9954265,15.418138,1.0132647,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5229.7573,3.3715,-0.0099,4882.712,0.1186,0.0962,0.051,"Gaia DR2 2105221139747765504",282.4391401543041,43.7344290970213,0.3975,-3.4486,-8.8524,0.0,2015.5,1.1657515281610548E-8
"Gaia DR3 2085527924426959104",2085527924426959104,298.60791476479267,46.45365925677437,2.0597866835025047,0.016934,9.61517102629242,-5.031179111224617,1.0016452,14.496916,1.1527433,-36.874615,6.278277,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5044.935,4.5531,-0.0834,478.8867,0.2772,0.2208,0.1171,"Gaia DR2 2085527924426959104",298.60791283748387,46.45365995533484,2.0286,9.56,-4.9758,0.0,2015.5,7.477166150582218E-9
"Gaia DR3 2052826318309391104",2052826318309391104,290.548509374482,38.49524035400191,2.349521449843777,0.015493931,-3.7256342764209442,-8.200656037775715,0.9457543,14.438938,1.2951727,-10.044739,3.1443617,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4780.2383,4.6263,0.6826,403.3266,0.1777,0.1374,0.0712,"Gaia DR2 2052826318309391104",290.54851004875763,38.49524150009415,2.3182,-3.7234,-8.1618,0.0,2015.5,1.6389401854998462E-8
"Gaia DR3 2371032916186181760",2371032916186181760,11.2486779084442,-15.274191339893132,66.82874472085788,0.047871757,318.1520629418195,-596.6229051027706,1.529972,12.653936,3.030984,-13.741822,0.42318383,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,,"Gaia DR2 2371032916186181760",11.248632011199106,-15.274108529947528,66.6996,317.5848,-596.6172,0.0,2015.5,1.7535563981478994E-7
"Gaia DR3 6347643496607835520",6347643496607835520,290.23830738848443,-82.55995922053808,80.11338272909568,0.020635756,342.29999589806636,-1230.296500318068,0.9607942,11.412538,2.7263813,-10.585916,0.23887245,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,,"Gaia DR2 6347643496607835520",290.23794028763734,-82.55978831148423,80.0903,342.1843,-1230.2219,0.0,2015.5,4.609991528812502E-8
"Gaia DR3 4886243456388510720",4886243456388510720,64.13094408963441,-28.315825742358506,30.932573235596266,0.041841697,218.5694994678358,-251.14515508112532,1.0899242,15.791257,3.713295,28.838327,2.8376071,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,,"Gaia DR2 4886243456388510720",64.1309096050541,-28.315790891818285,30.8071,218.5342,-251.1307,0.0,2015.5,2.9424439558653232E-8
"Gaia DR3 1744911763437512064",1744911763437512064,317.5515255375414,10.738897370652337,5.488881766925007,0.023742877,-5.6907892726107185,5.0663465683000535,0.9340714,8.253352,0.30632496,9.209207,0.32477584,"VARIABLE",0,true,true,false,true,false,false,true,,,,,,,,"Gaia DR2 1744911763437512064",317.55152638378735,10.738896694044655,5.4583,-5.7193,5.3793,0.0,2015.5,7.967099765967678E-8
"Gaia DR3 5385076140853434752",5385076140853434752,176.24022887012694,-38.139715882710085,1.5272951339932286,0.011868403,-21.204774859748415,-0.8834761312887592,0.8886088,12.557459,0.8557253,27.719328,0.7407172,"VARIABLE",0,true,true,true,true,false,true,true,5836.351,4.0852,0.288,618.6439,0.1782,0.1491,0.0793,"Gaia DR2 5385076140853434752",176.24023262606232,-38.13971579671387,1.516,-21.1262,-0.9875,29.3484,2015.5,5.488191389627752E-8
"Gaia DR3 4056443366649948160",4056443366649948160,267.86774836312435,-29.87647654704596,0.8015794067379126,0.03938344,0.2081812206899779,-5.284081731414538,0.96423817,15.668955,1.3587599,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5676.5703,4.3606,-0.1735,968.4252,1.2488,1.0005,0.5408,"Gaia DR2 4056443366649948160",267.8677482820352,-29.876475832639013,0.7214,0.4992,-5.1612,0.0,2015.5,2.6165085811844494E-9
"Gaia DR3 5242077854771196544",5242077854771196544,163.1010311258504,-61.44685773483018,1.6897586183087543,0.025676297,-15.048599270606346,9.864427903377516,0.94278514,15.429529,1.4692945,,,"VARIABLE",0,true,false,false,true,false,true,true,4626.542,4.4937,-0.128,572.4696,0.5746,0.4384,0.2322,"Gaia DR2 5242077854771196544",163.10103552456053,-61.44685910636759,1.7375,-14.9423,9.878,0.0,2015.5,2.7151191190954725E-8
"Gaia DR3 5241964708164136192",5241964708164136192,162.64409163439032,-61.957247156319255,0.42895850055002505,0.044967618,-5.462863086485214,3.0579583153803584,0.9860592,16.474056,1.0389605,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5418.634,4.6022,-0.6983,1198.8956,0.3405,0.2789,0.1508,"Gaia DR2 5241964708164136192",162.6440932525386,-61.95724756852373,0.4735,-5.547,3.1637,0.0,2015.5,2.8868277556574255E-8
"Gaia DR3 5337294049909975680",5337294049909975680,167.32791966350302,-61.09526224623572,0.341111986514977,0.046247624,-10.947563812563182,1.1640346644529074,0.9549182,16.664139,1.1236897,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4921.7666,4.3689,-0.9781,1525.8438,0.1785,0.1428,0.0772,"Gaia DR2 5337294049909975680",167.3279228314255,-61.095262395001726,0.3746,-10.9171,1.2319,0.0,2015.5,2.6882759880254015E-8
"Gaia DR3 5253607539857229568",5253607539857229568,160.0598201321813,-62.4555344441905,0.5469069004344126,0.04046347,-11.270474712819407,5.8898461007088105,1.7822394,15.060881,0.99172306,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,6027.7427,4.1735,-0.5162,1255.2338,0.6621,0.5533,0.3009,"Gaia DR2 5253607539857229568",160.05982355253812,-62.45553525810577,0.6351,-11.1415,5.9434,0.0,2015.5,3.616482714587666E-8
