KOI,Kepler name,P,P_err,k,k_err,Rp,e_Rp,E_Rp,Source,ntr,Flag 
K02086.03,Kepler-60 d,11.8984523,2.15e-05,0.0152232,0.0014968,2.379484185559963,0.24366358767519386,0.24413273887533735,-1,38,0
K02110.01,Kepler-1104 b,5.037286,8.8e-06,0.0091744,0.0006544,1.450029160082156,0.11241134545357054,0.11321027501702814,-1,104,1
K02148.01,Kepler-363 d,11.932081,1.81e-05,0.0121237,0.0005654,2.0933737565215345,0.1104119223667319,0.11103578306595703,-1,16,1
K02148.02,Kepler-363 c,7.5423348,1.89e-05,0.0104807,0.0006996,1.8096804053197664,0.12876358464016188,0.1291638716112775,-1,23,1
K02148.03,Kepler-363 b,3.6146107,1.56e-05,0.0073164,0.0008917,1.2633073857167496,0.15708222270491162,0.1572422909117238,-1,45,0
K02149.01,Kepler-1121 b,13.1514209,1.88e-05,0.0092909,0.0004272,1.4735092668694438,0.076010869,0.076475593,-1,20,1
K02173.01,Kepler-367 b,37.8156146,1.88e-05,0.0141785,0.0007172,1.081030986116555,0.061360497659894445,0.061360497659894445,-1,12,1
K02173.02,Kepler-367 c,53.5778402,1.94e-05,0.0156561,0.000668,1.1936896866198397,0.059488362,0.059488362,-1,9,1
K02218.01,Kepler-373 b,5.5353269,8.5e-06,0.016469,0.000665,2.3819982213825437,0.12336022050610607,0.1244929354157174,-1,80,1
K02218.02,Kepler-373 c,16.7260716,1.93e-05,0.0174314,0.0038858,2.521195203,0.5679393195066856,0.5682161458313518,-1,25,0
K02290.01,KOI-2290.01,91.5009228,2.04e-05,0.0233174,0.0019904,1.721866476985309,0.15472068975472714,0.15472068975472714,-1,3,1
K02339.01,Kepler-1197 b,2.0323259,7e-06,0.014935,0.0019615,1.096354416440633,0.1479987171944553,0.1479987171944553,-1,59,0
K02390.01,Kepler-1219 b,16.1046721,1.98e-05,0.0120173,0.0010919,3.512953298756683,0.4574600253097864,0.4574600253097864,-2,15,0
K02414.01,Kepler-384 b,22.5965974,1.99e-05,0.011575,0.0005797,2.0415578883209737,0.11460252733767091,0.11517832198049655,-1,19,1
K02414.02,Kepler-384 c,45.3485272,1.97e-05,0.0157402,0.0012032,2.7762012504319467,0.22358618156213173,0.22413263680196666,-1,10,1
K02433.01,Kepler-385 c,15.1622529,1.68e-05,0.0234801,0.0010218,2.7916252600774527,0.17283342049338346,0.1783802683978892,-1,24,1
K02433.02,Kepler-385 b,10.0437713,1.84e-05,0.0189066,0.000989,2.2478670083253633,0.15370452578811244,0.15775994880285327,-1,40,1
K02433.03,Kepler-385 d,56.4147421,1.95e-05,0.0160477,0.0036914,1.907963112854926,0.4468526535443103,0.4478697335050831,-1,6,0
K02433.04,KOI-2433.04,27.9038797,1.99e-05,0.0165098,0.0020718,1.9629036809394649,0.26104955443767586,0.2628878782154809,-1,15,0
K02433.06,KOI-2433.06,6.0632985,1.76e-05,0.0135877,0.0017208,1.6154857324438314,0.21660718485348918,0.21810792317749014,-1,60,0
K02433.07,KOI-2433.07,86.4322169,2.03e-05,0.0118241,0.0046381,1.405805607202772,0.554902858,0.5553478303996289,-1,5,0
K02462.01,KOI-2462.01,12.1469266,1.58e-05,0.0079382,0.0003434,1.4806377785547418,0.072815672,0.072815672,-2,39,1
K02533.01,Kepler-1270 b,6.0335549,2.09e-05,0.0074213,0.0005989,2.4357508059908124,0.20852904808092015,0.20963223771147513,-1,50,1
K02533.03,KOI-2533.03,26.1152898,1.94e-05,0.0122194,0.001088,4.010539042852888,0.3750393722460956,0.3767030328471541,-1,11,1
K02545.01,Kepler-1274 b,6.9815249,1.75e-05,0.0057666,0.0003525,1.3586395665166744,0.086778177,0.086778177,-2,56,1
K02595.01,Kepler-393 b,9.1824862,1.61e-05,0.0089413,0.0004998,1.4629268300904656,0.089780743,0.090187707,-1,41,1
K02595.02,Kepler-393 c,14.6134202,1.97e-05,0.0081037,0.0006175,1.3258832779354355,0.10646918091959282,0.10675133725050903,-1,25,1
K02597.01,Kepler-394 b,8.0050644,1.5e-05,0.0140529,0.0007341,1.5221094545852212,0.095919163,0.09678485,-1,58,1
K02597.02,Kepler-394 c,12.130657,1.69e-05,0.0152942,0.0008927,1.6565581780498895,0.11295269945825832,0.11382401363655581,-1,36,1
K02597.03,KOI-2597.03,5.613583,1.41e-05,0.0114361,0.0008671,1.2386764250497797,0.10356995522502736,0.10410193837032503,-1,80,1
K02632.01,Kepler-1298 b,7.1281236,1.59e-05,0.0066062,0.0005045,1.5564534915413681,0.12912241664009044,0.12912241664009033,-2,43,1
K02639.01,KOI-2639.01,25.1080599,2.02e-05,0.0191165,0.0082877,3.6949007567457395,1.6216221789235297,1.6264197839444214,-1,11,0
K02678.01,Kepler-1313 b,3.83309,3.2e-06,0.0222444,0.0008099,1.9095283369592826,0.082103951,0.083419914,-1,70,1
K02706.01,KOI-2706.01,3.0975868,2.7e-06,0.0088241,0.0003409,1.7902514931092335,0.10350101452050874,0.10350101452050857,-2,100,1
K03097.01,Kepler-431 d,11.9216252,2.05e-05,0.0053683,0.0007059,0.9392297081011588,0.12528929129343055,0.12538913962366283,-1,23,0
K03165.01,KOI-3165.01,4.1175579,1.17e-05,0.0059901,0.0003735,1.1852283598532478,0.077756003,0.077961617,-1,52,1
K03168.01,KOI-3168.01,56.3481086,2.18e-05,0.0068121,0.0006266,1.1517106745739325,0.11801795023366622,0.11801795023366622,-2,4,0
K03197.01,KOI-3197.01,22.5992117,2.02e-05,0.0084665,0.0051937,1.0130741165629262,0.621890113,0.621890113,-1,10,0
