ID	Teff	Teff-pe	Teff-err-new	FeH	FeH-pe	FeH-err-new	Logg	Logg-pe	Logg-err-new	Parallax	Parallax-e	G-Mag	G-Mag-Err	G-Mag-err-new	RA	DEC
6255655673768103168	3479.4956	10.02115	102.4910896	-0.4533	0.06945	0.147388271	4.7816	0.03315	0.04	5.651272675800216	0.07250891	16.616323	0.002898652	0.5	228.61885663791656	-21.0227261
6257625719430982016	3849.5154	13.23095	102.854548	-0.6803	0.0713	0.148268979	4.5505	0.0208	0.04	13.703701795937539	0.023920728	12.604316	0.003151877	0.5	227.8493631523154	-17.87545374
6258364939144564992	3924.136	18.8366	103.7247198	0.0485	0.03135	0.133726671	4.6328	0.0064	0.04	6.750234390207819	0.02679706	14.378971	0.002780034	0.5	232.4461294767284	-17.55746922
6258810550587404672	5739.13	51.5767	114.2985388	-0.2169	0.05545	0.141331888	3.9929	0.0219	0.04	6.455639270297769	0.018947072	9.779824	0.002762285	0.5	231.74205733389036	-16.50900794
6264513270727342080	4204.36	8.57475	102.3597887	0.0137	0.0248	0.132344399	4.615	0.0039	0.04	13.087465978468124	0.014481087	12.153194	0.002773047	0.5	233.3698275839361	-16.77372598
6283723285046532864	5475.332	24.97715	105.0136087	-0.3655	0.02035	0.131583139	4.3552	0.01285	0.04	5.227384247247901	0.026210573	11.121181	0.002769984	0.5	214.68301084032532	-20.27543501
6284007337003799552	5759.99	22.43185	104.4374832	-0.2862	0.0234	0.132089212	4.1464	0.003	0.04	3.5980851152274997	0.016027668	10.89461	0.002760316	0.5	214.05957705163047	-19.54230705
6386751579018596864	5042.8613	7.51465	102.276439	0.5263	0.0064	0.130157443	4.5198	0.0041	0.04	6.6350962536241465	0.011453273	11.617521	0.002758936	0.5	357.84647350495493	-70.15286236
6407428994690988928	5747.6714	1.1137	102.0060799	-0.4168	0.0071	0.13019374	4.3284	0.00135	0.04	20.94938865744254	0.021828067	7.8168154	0.002763103	0.5	338.98368670298856	-59.86484079
646125297938578944	6011.8174	1.54125	102.0116437	-0.0912	0.00315	0.130038158	3.9685	0.0024	0.04	4.507556977244757	0.01816353	9.590924	0.002757842	0.5	142.74340481119165	26.539989710847316
6482103014085857024	6174.818	12.8957	102.8119598	-0.2819	0.0119	0.130543518	3.9619	0.00605	0.04	1.8241414941632965	0.018465655	11.472745	0.002784124	0.5	309.5112349068854	-48.46208405
6491038642006989056	5542.6895	19.877	103.9186948	0.0298	0.02125	0.13172533	4.395	0.0107	0.04	3.086000636543004	0.012212141	12.455497	0.002774963	0.5	344.87359360141295	-60.44781977
6492940453524576128	5601.7773	15.8665	103.226672	0.0888	0.01695	0.131100353	4.3658	0.00885	0.04	10.640736179510059	0.012125734	9.655397	0.002756842	0.5	349.5593463800524	-56.9039886
6518399301667782016	5718.492	17.429	103.4783554	0.0998	0.0173	0.131146064	4.2357	0.0094	0.04	7.261306244705527	0.015653515	9.940329	0.002763531	0.5	337.45784341160885	-48.00309977
651935220461650560	7346.182	2.80715	102.0386206	-0.1574	0.0106	0.130431438	4.1431	0.0084	0.04	4.4226647494755325	0.02077791	9.21627	0.002766981	0.5	125.61740338196466	13.735309027504545
6533307957785865856	5615.818	8.2815	102.3356401	0.0784	0.0089	0.130304298	4.3077	0.01125	0.04	3.2180936786365497	0.014966512	11.987861	0.002773421	0.5	359.3490290801743	-41.27722246
6534414719318886144	4701.3296	1.24025	102.00754	0.2593	0.0039	0.130058487	4.533	0.00095	0.04	11.460466976552384	0.015051751	10.895415	0.002760144	0.5	357.8791873887889	-39.90713389
6541360574788758016	4694.7734	3.59205	102.0632295	0.0218	0.01485	0.130845415	4.5495	0.00255	0.04	21.643515731007195	0.014759851	9.617803	0.002792182	0.5	343.57237979136073	-43.01022537
6552346035980010624	4818.802	6.3789	102.1992679	0.4667	0.0079	0.130239817	4.5747	0.002	0.04	10.41044515	0.01817497	11.086285	0.002812753	0.5	352.17255974849974	-34.49141032
6675883485986480256	5948.107	2.65335	102.0345053	-0.0768	0.00555	0.130118417	4.1556	0.00425	0.04	2.7015892598938076	0.020050218	11.351634	0.002767552	0.5	307.5966956	-44.88762171
6677909439240233472	5545.8823	47.631	112.5731414	0.1465	0.0551	0.141194936	4.3221	0.0104	0.04	3.0803496723621575	0.015478848	11.909561	0.002768435	0.5	311.67335076056145	-41.8209859
6683371847364921088	4608.6196	1.28915	102.0081463	0.1953	0.007	0.130188325	4.5747	0.00085	0.04	14.591905474905298	0.014715874	10.644562	0.002818588	0.5	296.0039342052497	-47.56204454
6710517793025165696	5711.9224	5.0636	102.1256092	-0.0709	0.00565	0.130122721	4.2386	0.00355	0.04	5.310998771532164	0.017377498	10.702947	0.002759919	0.5	284.54838263641625	-47.00330941
6801474136516893184	5680.8784	20.6907	104.0773994	-0.277	0.0146	0.130817277	3.8459	0.0145	0.04	2.8234656775690503	0.02162883	11.192582	0.002781145	0.5	316.6318783614876	-26.69287304
6857756246957592320	4982.377	6.8667	102.2308739	-0.0764	0.00685	0.130180346	4.4644	0.00415	0.04	3.5127309725920837	0.024219224	12.981015	0.002797068	0.5	313.9000283476707	-18.9714176
6868476691490044672	5212.6826	10.6885	102.5584908	0.1039	0.0124	0.130590046	4.4841	0.00245	0.04	5.306799554027493	0.012285599	11.908618	0.002764573	0.5	295.7438487623361	-19.94973605
6910753016653587840	4729.3774	2.62615	102.0338016	0.3494	0.0257	0.132515999	4.5058	0.0029	0.04	19.92131674180276	0.017034205	9.491504	0.002779295	0.5	315.0259708078886	-5.094870064
702295464353437952	6052.2764	35.59425	108.0321741	0.0227	0.0421	0.136647027	4.1858	0.03305	0.04	4.361842817748885	0.019515997	10.382959	0.002759931	0.5	140.1029651	33.88232636
770622651659107712	5572.2466	5.00075	102.1225122	-0.1072	0.00915	0.130321612	4.2935	0.0075	0.04	3.5643705512104993	0.022835603	11.557181	0.002854552	0.5	171.27493460079938	41.02802258436881
869913435026514688	4649.1714	1.51345	102.0112275	0.7984	0.0018	0.130012461	4.6213	0.00185	0.04	14.039960547960893	0.017639995	10.990832	0.002843381	0.5	111.91642873572714	24.33610522093934
876608292608416512	5753.6	15.14535	103.1182895	0.1108	0.0158	0.130956634	4.1848	0.00465	0.04	1.8310559997806264	0.015878059	12.404097	0.002767919	0.5	121.86325586813186	29.388641519997357
898130030131443584	6146.142	9.89185	102.478528	-0.1311	0.0095	0.130346653	4.2521	0.0068	0.04	2.193230706457658	0.014048763	12.146357	0.002767089	0.5	110.16851397513459	37.14059288077666
920308932010648448	5378.101	9.4465	102.4364992	0.1525	0.011	0.130464555	4.38	0.00435	0.04	3.688480748464471	0.017323451	11.943119	0.002767667	0.5	116.71638297929114	39.0944662
990291507088739072	6220.6177	15.01245	103.0988538	-0.2803	0.0152	0.130885599	4.0854	0.00625	0.04	3.805573831969797	0.015638331	10.515098	0.002764073	0.5	110.38802395728368	58.26811026231359
