# ID	Teff	Teff-err	FeH	FeH-err	Logg	Logg-err	Parallax	Parallax-err	G-Mag	G-Mag-err	RA	DEC
1044013542142711296	3601.738	102.130048	-0.1009	0.136118046	4.6461	0.160108744	12.588657407869318	0.013927378	13.633956	0.01	130.90021263222275	63.07807440305169
1074139748425931008	5364.139	103.196272	0.3159	0.130806154	4.4623	0.160094503	6.7328124693775075	0.012559627	10.989216	0.01	167.8215134310371	69.96477708833692
1076970406751899008	6437.147	102.0064646	-0.0366	0.130216166	4.1884	0.160010695	10.343980152928568	0.018026635	8.24857	0.01	161.90900262984917	71.65572225
1111639314047794944	6056.1055	102.0273909	-0.0286	0.130063071	4.2878	0.160261419	3.1211708877055027	0.020112157	11.409017	0.01	105.4045529987421	72.41492935805954
111322601672419712	5040.7104	124.1327797	-0.2544	0.152225622	4.3441	0.161956815	3.336455878156213	0.017776499	12.832714	0.01	48.43547511190464	25.19735288979064
1117620107545810944	5885.8667	102.0416403	0.3149	0.13001696	4.2059	0.160056435	2.386256501056703	0.010788254	12.024529	0.01	139.1125645868252	69.07412832389238
1255520718461480960	5694.083	102.0231047	-0.0327	0.130096118	4.2388	0.16004875	2.169656920316102	0.012602167	12.297648	0.01	215.8014968021862	24.076563805074205
1316708918505350528	5848.95	102.2890663	-0.021	0.130216166	4.5317	0.160039378	6.1806301217187425	0.013609672	11.003223	0.01	240.54927183235347	28.169626854398295
1331356474971716992	5974.0513	102.0124504	0.0281	0.130105966	4.118	0.16000957	13.14239297582366	0.016170053	8.026566	0.01	247.6229689231794	38.34754219061385
1344163891352965632	5992.018	102.1657183	-0.2277	0.130031237	3.6662	0.160067556	4.438533900254725	0.012652458	8.94528	0.01	263.7580742016062	40.69504234663025
1416731285125373184	6151.7153	103.8530691	0.0051	0.131074645	4.112	0.160053811	1.8688549534871162	0.011940389	11.909978	0.01	264.26301875574205	53.02127600650236
1424011082893734272	5903.319	102.0377643	-0.1756	0.130140703	4.1877	0.160082861	1.7206405270914615	0.010691544	12.810718	0.01	246.6920383450211	51.04113442310046
145333927996558976	4181.3286	102.2758772	-0.2162	0.130376417	4.7107	0.160094503	13.719872746713111	0.015370281	12.241566	0.01	65.46964391926905	21.35325263592605
1464700950221781504	6204.659	104.6547348	-0.4268	0.132663493	4.0163	0.160813005	4.131811806491365	0.017634887	10.197724	0.01	195.98183545376395	30.640147243322442
1476485996883837184	4591.5635	102.002513	-0.112	0.130709449	4.5594	0.16000657	23.507875745004426	0.01421334	9.684284	0.01	201.28260370719488	38.92236336733445
148080473682357376	3842.436	102.2407774	-0.3196	0.133217154	4.7783	0.160734634	13.312370681197816	0.016810527	13.308754	0.01	70.14940598898376	25.009807061815554
1491634483976350720	4891.5254	102.0024906	0.0957	0.130044454	4.5354	0.160000945	18.190644458879476	0.01256995	9.658773	0.01	216.92347200037938	41.95297214257123
1499514786891168640	4507.6455	102.252536	-0.1991	0.13039954	4.544	0.16011246	7.055745722	0.010478119	12.408207	0.01	209.38861950302993	43.49330385067514
1587399232335653760	5840.252	102.8701506	0.1282	0.130498889	4.036	0.160515178	2.320259904580209	0.010866479	11.599696	0.01	224.8728600560122	46.960098488386336
1675923009431370880	5188.1562	102.6942968	0.2027	0.130419333	4.4934	0.160017999	9.107038344521502	0.010974641	10.689707	0.01	198.38856310063383	62.30537777748986
1725490333641502976	5848.7705	102.0501367	0.1182	0.130120559	4.3597	0.160061871	3.3098700303284447	0.01116791	11.700803	0.01	217.9257592	83.37270756863437
